LTLA,ts0500001,ts0500002,ts0500003,ts0500004,ts0500005
E07000137,64754,4508,22110,25762,12374
E07000138,42507,5458,13325,16682,7042
E07000139,50989,1713,12525,22797,13954
E07000140,40705,2338,11336,18687,8344
E07000141,62850,3545,15031,26973,17301
E07000142,42345,1829,10943,18262,11311
E07000143,60361,4127,15742,26178,14314
E07000144,57760,3238,14007,25214,15301
E07000145,44544,5006,13887,18709,6942
E07000146,67465,5166,18994,28859,14446
E07000147,48373,3711,15162,19900,9600
E07000148,64459,11333,20462,24238,8426
E07000149,61381,3666,14692,25379,17644
E07000163,26070,2056,7338,10718,5958
E07000164,40800,2661,9654,15847,12638
E07000165,71169,6635,18042,25548,20944
E07000166,20944,1350,5296,9124,5174
E07000167,24714,1510,6786,9982,6436
E07000168,51123,6043,16031,19561,9488
E07000169,39560,2195,9116,16819,11430
E07000170,54508,3332,15008,28065,8103
E07000171,51458,3244,11854,24712,11648
E07000172,48362,3478,12051,22995,9838
E07000173,51551,3186,12633,24808,10924
E07000174,48030,3806,12567,24150,7507
E07000175,53331,3318,12102,25034,12877
E07000176,49883,2560,10526,18657,18140
E07000177,65894,6292,15233,27050,17319
E07000178,55238,8383,14289,19622,12944
E07000179,61497,4562,14712,23318,18905
E07000180,57498,4685,12558,21538,18717
E07000181,47982,3505,11764,19124,13589
E07000187,50291,4663,12078,20278,13272
E07000188,53904,4467,13729,22154,13554
E07000189,75936,6467,19402,31995,18072
E07000192,43457,4423,10818,20744,7472
E07000193,51293,3981,13050,21833,12429
E07000194,45630,3003,10249,19922,12456
E07000195,53423,4358,15052,24777,9236
E07000196,46121,2604,11046,20012,12459
E07000197,60047,4762,13476,26040,15769
E07000198,42355,2628,11174,19768,8785
E07000199,32895,2728,7080,16644,6443
E07000200,40200,2680,9922,16424,11174
E07000202,59507,7826,15300,28689,7692
E07000203,44340,2757,10889,17576,13118
E07000207,55590,5820,12788,16207,20775
E07000208,31321,2989,7670,11075,9587
E07000209,55760,6570,13012,19189,16989
E07000210,37139,4807,8448,11777,12107
E07000211,59849,6431,15340,20596,17482
E07000212,34836,4868,9392,11565,9011
E07000213,41805,5605,11063,16876,8261
E07000214,36008,3136,6865,12323,13684
E07000215,35623,3420,8968,11889,11346
E07000216,52448,5635,11739,17401,17673
E07000217,41440,5591,9652,14011,12186
E07000218,27580,1879,6542,13360,5799
E07000219,56586,4306,14166,28119,9995
E07000220,47013,3715,11345,19632,12321
E07000221,59464,4057,14980,21617,18810
E07000222,62619,5989,17325,22562,16743
E07000223,27678,3143,8663,11545,4327
E07000224,72661,8546,22418,27927,13770
E07000225,54118,5190,14961,20042,13925
E07000226,45502,6203,10645,20892,7762
E07000227,62370,6368,15223,22322,18457
E07000228,63349,6569,14813,22731,19236
E07000229,49538,8629,15340,17320,8249
E07000234,41265,3022,7672,17709,12862
E07000235,34890,2739,8733,13263,10155
E07000236,36379,4220,7555,16770,7834
E07000237,44722,5629,11525,18688,8880
E07000238,57356,4835,13714,21779,17028
E07000239,45320,4390,11532,20725,8673
E07000240,58990,6482,13532,18905,20071
E07000241,46209,6067,10493,18384,11265
E07000242,62021,6896,15770,21016,18339
E07000243,36511,5746,8030,17039,5696
E07000244,110746,9427,28623,46592,26104
E07000245,78748,6950,22048,32137,17613
E07000246,69986,6966,18454,28061,16505
E08000001,118790,11272,38324,49567,19627
E08000002,80695,7207,23477,34960,15051
E08000003,214731,33402,70157,85527,25645
E08000004,93140,8485,32285,37975,14395
E08000005,90223,9018,27450,39259,14496
E08000006,115116,15894,39296,45429,14497
E08000007,126648,12050,33509,54033,27056
E08000008,99528,10113,33757,43281,12377
E08000009,96269,9130,21354,43420,22365
E08000010,143105,9943,40326,71027,21809
E08000011,66073,4096,13694,38083,10200
E08000012,207488,24960,53676,98842,30010
E08000013,81013,5193,20853,44509,10458
E08000014,123072,11636,26686,60213,24537
E08000015,143252,12380,31709,67640,31523
E08000016,108053,6944,31366,53516,16227
E08000017,133481,9625,31501,71006,21349
E08000018,113924,8542,28095,58982,18305
E08000019,231953,28482,60376,104513,38582
E08000021,122800,13101,39316,49457,20926
E08000022,96233,8933,30260,40691,16349
E08000023,68287,6631,21496,32719,7441
E08000024,122177,11132,39609,53506,17930
E08000025,423457,59488,102784,190603,70582
E08000026,134138,12857,34603,65434,21244
E08000027,137069,12977,33325,70471,20296
E08000028,130246,14068,32343,68876,14959
E08000029,89483,7587,16989,39370,25537
E08000030,112226,9157,28215,58444,16410
E08000031,105142,12235,25264,52926,14717
E08000032,209867,24014,54391,83150,48312
E08000033,90476,10636,28736,33892,17212
E08000034,177989,20309,50979,70133,36568
E08000035,341466,42204,100486,129735,69041
E08000036,153075,10947,45443,70377,26308
E08000037,89002,7527,32549,37415,11511
E09000001,4915,2626,1578,522,189
E09000002,73902,10637,26286,29387,7592
E09000003,148917,25931,44373,40781,37832
E09000004,95300,9617,24786,41000,19897
E09000005,118612,25492,35833,33426,23861
E09000006,135827,17654,35370,47004,35799
E09000007,92759,31478,31459,18708,11114
E09000008,152946,26513,44445,52291,29697
E09000009,133659,26735,38670,41167,27087
E09000010,120923,18173,33995,45338,23417
E09000011,114052,23084,38226,37954,14788
E09000012,106081,31667,37174,24549,12691
E09000013,81244,25142,27041,15889,13172
E09000014,105092,27494,34299,24811,18488
E09000015,89642,11810,21313,33009,23510
E09000016,101277,10080,23622,47528,20047
E09000017,109228,16294,30788,41314,20832
E09000018,102961,19542,32510,32795,18114
E09000019,96496,33071,34745,18433,10247
E09000020,66884,22000,23470,12521,8893
E09000021,65626,9941,17779,21339,16567
E09000022,134688,35459,48333,30711,20185
E09000023,122392,28519,41885,35085,16903
E09000024,81729,12968,22186,28243,18332
E09000025,115507,24647,37793,36988,16079
E09000026,103713,14462,24897,35742,28612
E09000027,80704,12622,23373,21611,23098
E09000028,130818,37732,49079,28586,15421
E09000029,82347,12739,24744,28332,16532
E09000030,120539,37943,48055,24119,10422
E09000031,102901,19777,31833,33413,17878
E09000032,137393,31318,49124,29660,27291
E09000033,94815,34129,34387,17957,8342
W06000001,30822,1720,7177,15102,6823
W06000002,51105,3173,12765,23823,11344
W06000003,52235,5058,15766,21205,10206
W06000004,42387,3493,12930,17503,8461
W06000005,66911,4088,14699,34333,13791
W06000006,57913,4336,16297,26857,10423
W06000008,30893,2289,7301,13123,8180
W06000009,55488,3910,13398,25497,12683
W06000010,81759,4312,17080,41805,18562
W06000011,104961,9727,27516,47139,20579
W06000012,62375,3783,13060,36226,9306
W06000013,62360,3421,13536,32118,13285
W06000014,57450,4287,12972,23989,16202
W06000015,147330,19983,37389,57210,32748
W06000016,103339,5873,22510,57010,17946
W06000018,76257,4366,16475,44290,11126
W06000019,30340,2002,8642,16940,2756
W06000020,40241,3040,9731,20755,6715
W06000021,40924,3168,7685,16890,13181
W06000022,66054,5323,14117,32669,13945
W06000023,60182,3825,13827,27383,15147
W06000024,25783,1685,6140,14377,3581
