LTLA,ts0110001,ts0110002,ts0110003,ts0110004,ts0110005,ts0110006
E07000221,59464,33604,18900,5822,1108,30
E07000222,62618,35954,18917,6230,1406,111
E07000234,41264,22586,13220,4557,868,33
E07000235,34894,18380,11642,4108,731,33
E07000236,36378,17057,12511,5375,1338,97
E07000237,44720,22399,14795,5865,1553,108
E07000238,57356,29626,19350,6922,1375,83
E07000239,45322,20798,15760,6928,1730,106
E08000025,423456,171117,146765,78859,25045,1670
E08000026,134140,60360,45659,21411,6219,491
E08000027,137073,60524,47358,23098,5837,256
E08000028,130244,49388,46056,26244,8161,395
E08000029,89483,45378,28916,12109,2915,165
E08000030,112226,45129,39289,21212,6280,316
E08000031,105141,42414,37053,19711,5649,314
E06000031,84533,38082,29514,13102,3578,257
E06000032,78940,32610,28763,13520,3732,315
E06000033,78344,35711,27058,11979,3277,319
E06000034,66377,30305,23194,10204,2500,174
E06000055,74950,38704,24497,9293,2224,232
E06000056,120754,66142,38934,12938,2607,133
E07000008,52472,29647,15868,5485,1390,82
E07000009,37201,19868,12385,4128,790,30
E07000010,44084,18370,16471,7442,1702,99
E07000011,76881,41205,25319,8576,1699,82
E07000012,66996,39133,20695,6077,1055,36
E07000066,76363,35257,26222,11652,3011,221
E07000067,64984,32486,22192,8442,1768,96
E07000068,32342,17935,10172,3465,716,54
E07000069,37389,16388,13761,5898,1265,77
E07000070,75403,41147,24302,8170,1694,90
E07000071,79710,40941,26500,9832,2292,145
E07000072,54557,27885,18102,6906,1560,104
E07000073,37856,16252,13397,6350,1669,188
E07000074,27900,13842,9688,3587,754,29
E07000075,35557,17569,12393,4779,765,51
E07000076,67450,25858,25422,12755,3171,244
E07000077,36957,21451,11364,3506,611,25
E07000095,39850,18526,13972,5813,1403,136
E07000096,63412,34197,20159,7241,1673,142
E07000098,42682,22141,14147,5171,1147,76
E07000099,56732,31231,17898,6259,1261,83
E07000102,36860,20394,11586,3985,814,81
E07000103,39628,20051,13115,5091,1264,107
E07000143,60361,27457,22262,8786,1773,83
E07000144,57759,29450,19966,7131,1170,42
E07000145,44544,16995,16376,8526,2471,176
E07000146,67464,29662,24812,10524,2330,136
E07000147,48374,21480,18213,7186,1413,82
E07000148,64459,28982,22168,10055,3052,202
E07000149,61382,31718,21228,7114,1261,61
E07000200,40199,20575,13976,4678,933,37
E07000202,59507,26895,20605,9332,2519,156
E07000203,44343,23134,15119,5145,904,41
E07000240,58990,35772,17068,5007,1084,59
E07000241,46209,23806,15375,5712,1240,76
E07000242,62021,35445,19214,6201,1121,40
E07000243,36509,17418,12285,5349,1332,125
E07000244,110747,51925,39292,15733,3578,219
E07000245,78746,38855,28247,9612,1926,106
E09000001,4914,2937,1547,347,75,8
E09000002,73902,27781,27396,14090,4348,287
E09000003,148921,73825,49136,19877,5415,668
E09000004,95299,46238,32625,13232,2998,206
E09000005,118612,47376,43300,21017,6328,591
E09000006,135827,74219,42434,15360,3586,228
E09000007,92759,44082,29601,13535,4938,603
E09000008,152946,73406,51772,21635,5581,552
E09000009,133658,61527,45652,20275,5686,518
E09000010,120920,51013,43120,20209,6012,566
E09000011,114052,55022,36619,16601,5382,428
E09000012,106081,47686,34486,16971,6333,605
E09000013,81244,41748,25243,10555,3319,379
E09000014,105095,45524,35580,17629,5755,607
E09000015,89642,43681,30953,12012,2763,233
E09000016,101277,47903,34966,14859,3337,212
E09000017,109228,50136,38207,16448,4110,327
E09000018,102961,45406,36270,16488,4377,420
E09000019,96496,46657,29403,14577,5409,450
E09000020,66884,35174,20245,8121,2918,426
E09000021,65626,36639,20274,7045,1552,116
E09000022,134688,67366,42725,18625,5499,473
E09000023,122392,57783,39762,18556,5755,536
E09000024,81729,44057,25596,9632,2276,168
E09000025,115507,45399,41296,21230,7081,501
E09000026,103713,47994,36254,15319,3869,277
E09000027,80705,49261,22644,6992,1678,130
E09000028,130818,63507,41817,19018,6066,410
E09000029,82348,41892,27257,10463,2549,187
E09000030,120539,55936,38337,18685,7054,527
E09000031,102901,46576,34786,16559,4600,380
E09000032,137392,80186,38272,14425,4113,396
E09000033,94815,47540,28839,12728,5025,683
E06000035,111458,51808,38410,16523,4326,391
E06000036,50248,28327,15641,5132,1069,79
E06000037,66658,37321,21058,6829,1365,85
E06000038,67683,34684,21772,8682,2350,195
E06000039,52424,22184,19176,8603,2293,168
E06000040,60933,35924,18161,5724,1071,53
E06000041,69164,42518,20173,5513,900,60
E06000042,113102,57966,36777,14442,3653,264
E06000043,121401,58122,40060,17461,5195,563
E06000044,86155,40658,28802,12890,3524,281
E06000045,102291,46401,35075,15830,4573,412
E06000046,64775,28569,23476,10070,2465,195
E06000060,220328,125932,68311,21635,4208,242
E07000061,45609,19705,16400,7386,1882,236
E07000062,40450,17007,14173,7001,2076,193
E07000063,43688,20934,15304,5977,1367,106
E07000064,42102,19251,15475,6112,1192,72
E07000065,68265,35828,23388,7707,1287,55
E07000084,76644,42182,24524,8202,1650,86
E07000085,52718,30044,16634,5006,973,61
E07000086,56922,31397,18289,6032,1150,54
E07000087,48639,26566,16065,5161,800,47
E07000088,35922,16523,12813,5305,1208,73
E07000089,39964,24252,11899,3264,526,23
E07000090,53589,24402,18946,8020,2020,201
E07000091,77566,39907,26596,9265,1671,127
E07000092,39304,20081,12889,5038,1212,84
E07000093,54707,30460,17505,5573,1116,53
E07000094,51715,30153,15705,4907,894,56
E07000105,53583,26784,18085,7081,1528,105
E07000106,63792,30170,22294,9079,2092,157
E07000107,45696,23846,14682,5787,1282,99
E07000108,50547,22821,17679,8002,1918,127
E07000109,41724,18835,14736,6385,1626,142
E07000110,71209,36704,23765,8647,1937,156
E07000111,49013,26797,15559,5399,1193,65
E07000112,48338,21473,17142,7645,1919,159
E07000113,60494,26811,21299,9541,2675,168
E07000114,62200,25596,22482,10956,2910,256
E07000115,53575,28883,17151,6164,1314,63
E07000116,48223,26644,14989,5298,1188,104
E07000177,65894,35653,21456,7160,1530,95
E07000178,55239,28832,17781,6713,1767,146
E07000179,61497,36075,19008,5413,956,45
E07000180,57498,33434,17813,5252,950,49
E07000181,47982,27166,15276,4656,844,40
E07000207,55587,34389,15626,4642,876,54
E07000208,31321,18039,9574,3057,596,55
E07000209,55760,32183,17103,5312,1074,88
E07000210,37141,21063,11510,3688,794,86
E07000211,59849,34148,18454,5919,1230,98
E07000212,34838,18603,11306,4106,773,50
E07000213,41805,21283,14028,5260,1145,89
E07000214,36008,20857,11192,3293,626,40
E07000215,35622,19938,11272,3602,760,50
E07000216,52448,31228,15702,4609,864,45
E07000217,41437,23292,12851,4289,929,76
E07000223,27678,12584,9872,4194,936,92
E07000224,72663,33371,26510,10515,2074,193
E07000225,54118,28937,18012,5917,1184,68
E07000226,45504,20934,15812,6931,1708,119
E07000227,62370,35372,19802,6037,1071,88
E07000228,63349,36299,19835,6078,1068,69
E07000229,49537,23654,17226,6875,1599,183
E06000022,79250,42870,25495,8952,1819,114
E06000023,191638,96135,60901,26503,7515,584
E06000024,94647,48754,31684,11454,2565,190
E06000025,118101,63701,38638,13163,2454,145
E06000026,114557,52100,38898,18228,5049,282
E06000027,62994,26537,22606,10615,2984,252
E06000030,95862,47251,32397,12869,3167,178
E06000052,250535,115522,88881,36692,8750,690
E06000053,942,478,337,106,21,0
E06000054,215081,114886,70924,24198,4848,225
E06000058,173842,83966,59166,24231,5889,590
E06000059,169258,84472,59229,21130,4136,291
E07000040,66788,33888,23621,7809,1385,85
E07000041,52554,26181,17439,7025,1779,130
E07000042,35636,17503,12501,4648,937,47
E07000043,43197,20705,15124,6010,1268,90
E07000044,39335,20843,13180,4431,830,51
E07000045,59838,29571,20916,7761,1483,107
E07000046,30459,14051,10950,4491,907,60
E07000047,24818,12236,8733,3176,620,53
E07000078,52899,29708,16236,5613,1260,82
E07000079,40597,23145,12909,3852,666,25
E07000080,37217,17898,12961,5208,1101,49
E07000081,55407,27115,18696,7514,1928,154
E07000082,52378,28891,16912,5425,1093,57
E07000083,40931,22543,13270,4277,797,44
E07000187,50294,25860,17103,6059,1211,61
E07000188,53904,25589,18944,7577,1703,91
E07000189,75936,38321,26119,9454,1938,104
E07000246,69986,35265,23861,8879,1910,71
W06000001,30822,14683,10519,4533,1057,30
W06000002,51105,25361,17040,7064,1573,67
W06000003,52235,24098,18173,7918,1956,90
W06000004,42387,18992,14579,6929,1785,102
W06000005,66911,32748,22435,9486,2155,87
W06000006,57914,27134,19578,8774,2333,95
W06000008,30893,14553,11019,4395,898,28
W06000009,55488,25547,19262,8565,2017,97
W06000010,81759,37050,27869,13425,3324,91
W06000011,104962,47764,34960,16952,5106,180
W06000012,62373,25834,20716,11856,3858,109
W06000013,62359,28315,20477,10372,3104,91
W06000014,57451,29294,18575,7648,1866,68
W06000015,147333,72088,46638,21326,6862,419
W06000016,103337,43372,34175,19521,6066,203
W06000018,76257,32079,25365,14321,4358,134
W06000019,30340,11632,10104,6291,2256,57
W06000020,40241,17016,13738,7241,2166,80
W06000021,40925,21144,13592,5031,1115,43
W06000022,66054,30293,21796,10572,3204,189
W06000023,60182,29223,20871,8317,1713,58
W06000024,25785,10364,8578,4955,1811,77
