LTLA,ts0510001,ts0510002,ts0510003,ts0510004,ts0510005,ts0510006,ts0510007,ts0510008,ts0510009,ts0510010
E07000099,56732,456,5887,12185,15647,12744,5440,2550,1074,749
E07000102,36858,431,3276,7993,7738,9734,3541,2039,1074,1032
E07000103,39628,1087,6101,9009,7720,11497,2326,1032,500,356
E07000105,53583,232,3778,12216,15608,10885,5613,2954,1404,893
E07000106,63793,711,5664,16364,16907,13320,5845,2850,1225,907
E07000107,45694,533,4589,11870,12281,11840,2891,1102,369,219
E07000108,50550,303,4141,12010,16446,10619,3754,1876,759,642
E07000109,41726,419,4492,8258,13032,10638,2970,1175,405,337
E07000110,71209,713,5674,15977,18286,17384,7253,3299,1485,1138
E07000111,49013,299,3916,9202,12799,10409,5256,3309,1819,2004
E07000112,48337,512,5016,12373,13058,9389,4368,2110,886,625
E07000113,60496,322,4482,13829,20020,14078,4520,1992,761,492
E07000114,62197,514,7617,18235,15838,11975,4169,1998,999,852
E07000115,53573,244,3858,10869,14339,12985,5518,3018,1554,1188
E07000116,48223,938,5717,10009,11289,9451,4837,2821,1555,1606
E07000117,39873,164,3075,14220,12187,6584,2297,908,239,199
E07000118,50131,76,2668,10738,18451,10550,4978,1887,555,228
E07000119,37605,304,3364,8318,9136,8681,4539,1844,819,600
E07000120,34791,112,2757,12697,10915,5641,1862,472,184,151
E07000121,59981,303,5172,14835,15522,15304,5185,2089,840,731
E07000122,38064,61,2596,13205,11308,6858,2446,972,354,264
E07000123,59608,551,5609,13248,20631,12514,4317,1787,577,374
E07000124,26747,167,1495,6441,7239,5828,3069,1512,594,402
E07000125,30561,104,2395,10519,8570,5148,2455,917,285,168
E07000126,48588,110,2235,9778,18000,11551,4624,1603,476,211
E07000127,48532,144,2845,8445,15106,12516,5652,2482,846,496
E07000128,50767,227,3446,11413,14571,13421,4763,1833,702,391
E07000129,42578,98,1841,7136,14193,12045,4730,1767,527,241
E07000130,73786,195,5243,12387,23763,18757,8098,3447,1226,670
E07000131,40413,85,1938,7118,10534,9063,6149,3351,1279,896
E07000132,49446,120,2558,10242,16533,11675,4845,2258,811,404
E07000133,22596,96,1094,3803,6930,5915,2590,1304,528,336
E07000134,44975,128,2119,7426,15698,10780,5468,2247,732,377
E07000135,22616,99,933,4361,7387,5945,2372,974,326,219
E07000136,29405,145,2051,7000,9710,6596,2384,947,340,232
E07000137,64754,358,3706,19470,20258,10647,5773,2547,1102,893
E07000138,42509,227,4895,10969,11870,9392,3278,1187,383,308
E07000139,50989,76,1447,10546,17866,10261,6440,2663,1075,615
E07000140,40702,139,1723,9475,13130,9581,4054,1548,667,385
E07000141,62849,182,2777,12283,19099,14216,7955,3872,1616,849
E07000142,42345,107,1482,8681,13117,9569,4929,2673,1049,738
E07000143,60361,159,3762,13552,20456,11120,6051,3154,1230,877
E07000144,57761,68,2841,11450,19167,12372,6798,3192,1127,746
E07000145,44544,385,4175,10416,13795,9484,3848,1421,514,506
E07000146,67463,395,4177,15922,21779,13919,6296,2911,1146,918
E07000147,48374,174,3129,12392,15018,9169,4346,2230,956,960
E07000148,64460,892,10102,15080,19530,13132,3141,1456,621,506
E07000149,61381,174,3076,12838,19172,12130,7720,3856,1421,994
E07000163,26069,83,1818,6334,7489,5602,2705,1196,479,363
E07000164,40805,63,2377,7994,10610,8940,5432,3023,1333,1033
E07000165,71168,418,5843,15509,16477,15475,8801,4713,2165,1767
E07000166,20944,123,1096,4587,5955,4596,2505,1142,477,463
E07000167,24711,40,1304,5822,7420,4831,2829,1244,576,645
E07000168,51123,334,5132,14310,13978,10024,4029,1786,765,765
E07000169,39560,130,1849,7959,13486,7785,5038,2214,708,391
E07000170,54507,190,2707,12093,22708,11985,3360,1017,323,124
E07000171,51458,165,3025,9330,18024,12323,5218,2030,852,491
E07000172,48360,110,2942,9198,17560,12960,3885,1133,365,207
E07000173,51551,65,2708,9927,18366,13590,4473,1516,620,286
E07000174,48035,104,2852,9657,17531,13259,3105,1069,255,203
E07000175,53331,138,2706,10612,20238,9753,5400,2668,1101,715
E07000176,49881,100,2336,9195,12469,13112,7234,3373,1428,634
E07000177,65895,396,5680,13775,19408,13265,7516,3446,1439,970
E07000178,55241,1173,6961,11847,12276,15185,4327,1814,754,904
E07000179,61497,199,3753,12985,16863,13116,7327,3882,1733,1639
E07000180,57497,254,4101,10893,14375,12740,7921,4002,1916,1295
E07000181,47980,279,3090,10263,13926,10055,5455,2864,1165,883
E07000187,50294,191,4149,10708,13714,11275,5704,2547,1047,959
E07000188,53904,174,3949,11627,15146,11853,6285,3028,1059,783
E07000189,75936,247,5892,16278,23208,16086,7910,3686,1441,1188
E07000192,43457,112,4040,8925,15193,9839,3837,1171,232,108
E07000193,51293,187,3271,9749,14552,14520,5429,2344,708,533
E07000194,45630,155,2732,8753,13610,10917,5335,2486,985,657
E07000195,53422,207,3820,9403,18616,14177,4201,1911,718,369
E07000196,46121,103,2200,9587,12917,11922,5851,2226,835,480
E07000197,60049,210,4267,10733,16069,16426,7876,2802,1022,644
E07000198,42355,46,2089,8285,14317,10395,4346,1806,626,445
E07000199,32895,104,2314,6230,13282,6404,3525,853,146,37
E07000200,40200,131,2280,7952,12813,7728,5019,2437,969,871
E07000202,59503,775,6808,10974,15934,19430,3342,1317,523,400
E07000203,44342,94,2493,9360,12839,8489,5751,3142,1239,935
E07000207,55590,337,5418,10813,9548,12292,6774,4238,2791,3379
E07000208,31321,283,2610,6582,5718,9330,3862,1836,704,396
E07000209,55761,582,5658,10351,13051,13393,5926,3386,1686,1728
E07000210,37142,718,3826,7203,7772,7656,4615,2552,1485,1315
E07000211,59849,545,5583,13602,12247,15155,6308,3179,1699,1531
E07000212,34838,319,4509,7657,7915,8028,3232,1677,743,758
E07000213,41804,462,4891,9677,11715,9428,3441,1400,526,264
E07000214,36008,200,2745,5784,8194,7527,5157,3685,1618,1098
E07000215,35627,255,2970,7900,7478,7864,4030,2351,1440,1339
E07000216,52448,284,5010,9481,11790,11435,6435,3939,1989,2085
E07000217,41437,641,4630,8562,9566,8516,4186,2575,1473,1288
E07000218,27580,71,1668,5505,9851,6983,2267,712,298,225
E07000219,56586,361,3676,11930,20416,14074,4501,1181,313,134
E07000220,47011,120,3203,9441,13595,11982,4952,2348,844,526
E07000221,59464,137,3539,13735,16476,12032,7095,3518,1681,1251
E07000222,62619,648,5029,15392,15585,13705,6700,3050,1501,1009
E07000223,27680,422,2454,7950,8510,5914,1649,528,153,100
E07000224,72661,953,7045,19866,22406,12429,5857,2405,963,737
E07000225,54118,365,4401,12817,15186,10206,5210,3007,1488,1438
E07000226,45502,733,5365,9967,12012,12448,3462,1090,294,131
E07000227,62370,837,5321,13568,16579,12237,6737,3840,1892,1359
E07000228,63349,626,5716,13306,17247,12791,7144,3789,1533,1197
E07000229,49536,1536,6805,13122,11756,10433,3559,1366,570,389
E07000234,41264,130,2721,6783,11755,10181,5564,2341,1032,757
E07000235,34890,162,2723,7035,8648,7768,4361,2244,991,958
E07000236,36375,466,3543,6513,11775,8365,3817,1347,389,160
E07000237,44723,612,4920,9305,13589,9879,4144,1525,478,271
E07000238,57356,191,4891,11900,15466,11070,7609,3688,1577,964
E07000239,45321,378,4130,9570,14435,10410,4010,1404,567,417
E07000240,58988,426,5925,12594,12532,14502,6805,3527,1524,1153
E07000241,46210,608,5420,9417,13607,9987,3967,1834,764,606
E07000242,62020,187,6504,14094,15537,12486,6663,3748,1626,1175
E07000243,36509,811,4814,7708,10685,8370,2857,922,236,106
E07000244,110746,588,7889,22344,31783,25866,12246,5575,2474,1981
E07000245,78745,420,5908,18936,24570,15130,7814,3543,1420,1004
E07000246,69984,299,6058,15979,18594,15766,6830,3712,1426,1320
E08000001,118792,443,9678,37065,38995,19612,8365,2974,975,685
E08000002,80694,362,6311,22676,22841,18240,6886,2179,745,454
E08000003,214731,2957,29586,60979,60731,42839,12056,3359,1264,960
E08000004,93141,367,7165,30934,27446,18277,6039,1849,641,423
E08000005,90223,513,7261,26818,29634,16637,6562,1852,559,387
E08000006,115116,1477,13036,34499,34251,22055,6492,2029,673,604
E08000007,126647,972,10471,29096,30903,37399,11740,4035,1339,692
E08000008,99529,464,8814,33921,35437,14423,4463,1408,361,238
E08000009,96270,848,7809,17595,22042,32324,9235,3773,1408,1236
E08000010,143104,348,7646,31948,55686,32784,10814,2800,696,382
E08000011,66073,50,2888,11201,24961,19855,5967,801,207,143
E08000012,207491,2706,20666,40827,57450,63083,14138,5276,1757,1588
E08000013,81011,145,4335,15023,31412,22479,5334,1511,493,279
E08000014,123072,603,9959,20790,33121,38519,11995,4423,1849,1813
E08000015,143252,646,9909,26402,34613,46152,16472,4983,2200,1875
E08000016,108056,253,6009,30412,41480,19903,6935,2072,677,315
E08000017,133480,516,8065,24789,49060,35958,9673,3346,1134,939
E08000018,113925,382,7523,24230,38388,32175,7640,2398,732,457
E08000019,231950,2532,24236,55016,76600,49047,14693,5891,2262,1673
E08000021,122797,869,11766,34575,32137,27664,8379,4070,1950,1387
E08000022,96232,266,8021,26835,24635,24386,7781,2915,914,479
E08000023,68282,129,6510,17507,22696,16322,3402,1085,365,266
E08000024,122177,640,9818,31523,37432,29995,9006,2319,836,608
E08000025,423456,4475,52586,78641,115174,130505,25698,9278,3831,3268
E08000026,134139,1809,9841,28402,40532,43408,6473,2058,851,765
E08000027,137069,363,11452,27787,48059,37202,9118,2216,574,298
E08000028,130248,629,12751,27041,47284,34869,5646,1192,520,316
E08000029,89483,295,6768,15464,23336,25381,11361,4251,1595,1032
E08000030,112228,152,7999,23651,40825,29760,7183,1739,583,336
E08000031,105136,380,10988,20623,30902,34119,5719,1544,487,374
E08000032,209865,1688,20769,47270,65900,45222,17747,6637,2583,2049
E08000033,90476,345,9932,25557,25529,17541,6802,2765,1196,809
E08000034,177992,572,20301,47306,51707,34336,14583,5853,2022,1312
E08000035,341470,3658,35168,95500,99528,67157,25020,9362,3524,2553
E08000036,153075,442,9537,40608,55261,31289,11223,3154,1037,524
E08000037,89001,210,7611,27956,27881,18183,4503,1666,664,327
E09000001,4912,591,1790,1624,428,278,135,18,18,30
E09000002,73902,488,10049,23142,22867,15231,1574,311,144,96
E09000003,148917,5161,20281,41771,22551,35094,12918,5669,2840,2632
E09000004,95304,579,8547,20148,19430,35556,7168,2821,722,333
E09000005,118614,4191,21848,34316,16259,29385,7532,2925,1258,900
E09000006,135827,1396,15693,30241,26583,37300,13730,5956,2813,2115
E09000007,92760,8622,23862,28629,16523,6942,3317,1993,1202,1670
E09000008,152946,4447,22357,36278,26549,43336,11839,4630,2045,1465
E09000009,133659,4853,21675,33822,21401,37642,8173,3219,1445,1429
E09000010,120927,2892,15294,30003,25379,36069,7057,2416,931,886
E09000011,114052,1855,20260,33772,24771,22972,6587,2359,754,722
E09000012,106081,4454,26331,36404,22796,8662,4215,1828,766,625
E09000013,81244,4513,21874,24448,14179,8152,4275,2109,979,715
E09000014,105092,5657,22989,28850,17694,15511,8281,3367,1557,1186
E09000015,89642,1782,10181,19352,11092,35238,6718,2918,1324,1037
E09000016,101277,608,9138,21679,28185,31865,6146,2097,850,709
E09000017,109229,2374,13627,28202,24834,30324,5837,2415,992,624
E09000018,102961,2644,16655,29707,18982,26611,4936,1783,899,744
E09000019,96498,3264,29670,32956,16391,6700,4192,1953,770,602
E09000020,66883,6636,15627,19784,10335,5070,3386,2061,1417,2567
E09000021,65626,1210,8470,15348,10204,19208,6174,2800,1184,1028
E09000022,134689,4913,30654,44848,25085,16065,6490,3505,1734,1395
E09000023,122392,4148,24821,37062,23294,23247,5764,2245,1000,811
E09000024,81729,1395,11445,18318,13303,27610,5298,2116,994,1250
E09000025,115508,1828,23940,33396,30594,18243,5513,1287,403,304
E09000026,103713,1499,13239,22134,15376,37798,8939,2995,996,737
E09000027,80705,1557,11073,19172,15570,18186,8106,3577,1880,1584
E09000028,130817,3681,33333,46901,24842,10836,6094,2853,1222,1055
E09000029,82347,1262,11186,21909,15211,22753,5996,2278,955,797
E09000030,120539,4197,32963,48021,24235,7901,2092,744,193,193
E09000031,102900,1677,19840,26085,19037,28869,5205,1463,420,304
E09000032,137394,3651,28019,45764,25349,18418,8569,3909,1810,1905
E09000033,94816,8182,26433,29985,16524,6337,2811,1644,982,1918
W06000001,30824,21,1328,5638,10800,7535,3189,1375,503,435
W06000002,51108,86,2014,10490,16682,12533,5236,2169,967,931
W06000003,52234,88,4132,13686,16099,9729,4848,2005,778,869
W06000004,42387,82,2968,11463,12754,7961,4281,1653,635,590
W06000005,66910,41,3313,12628,26553,14401,6189,2537,803,445
W06000006,57914,89,3721,13495,21145,11328,5123,1876,637,500
W06000008,30892,75,1849,5893,9897,6729,3979,1342,635,493
W06000009,55488,76,3677,11044,18766,12532,5945,1997,808,643
W06000010,81759,83,3774,12343,25655,23524,10846,3611,1157,766
W06000011,104960,545,7949,21641,27188,29915,11525,4114,1284,799
W06000012,62375,141,2787,8309,12097,27463,8384,2393,502,299
W06000013,62362,98,2634,9779,15099,23089,7874,2617,782,390
W06000014,57450,176,3552,9657,13297,16546,7903,3704,1610,1005
W06000015,147333,1317,17474,31484,23931,47285,16340,5966,2254,1282
W06000016,103340,285,4526,14238,28636,39385,12002,3028,833,407
W06000018,76257,59,3066,10166,23453,28236,8469,2009,509,290
W06000019,30338,63,1649,6177,12523,7739,1529,426,139,93
W06000020,40241,216,2536,7671,11704,12773,3572,1349,241,179
W06000021,40927,139,2805,6568,9624,10355,6358,3054,1234,790
W06000022,66053,223,4601,11378,20105,18180,7210,2812,1035,509
W06000023,60182,91,3118,10701,17800,14484,7763,3541,1445,1239
W06000024,25783,133,1183,3458,7159,9598,3064,867,209,112
