LTLA,ts0550001,ts0550002,ts0550003,ts0550004,ts0550005,ts0550006,ts0550007,ts0550008,ts0550009,ts0550010
E07000218,2306,49,150,494,11,28,995,252,327,0
E07000219,4576,104,246,685,31,83,2202,517,708,0
E07000220,5134,94,341,733,46,547,2041,507,825,0
E07000221,6581,90,565,1741,33,189,2177,595,1191,0
E07000222,13585,49,551,1411,30,5509,3662,1000,1373,0
E07000223,2328,15,128,306,6,215,996,297,365,0
E07000224,6602,67,477,1148,37,573,2295,746,1259,0
E07000225,9328,89,669,1542,34,1908,2546,765,1775,0
E07000226,4191,28,241,515,18,140,1709,545,995,0
E07000227,7381,54,503,1459,30,951,2378,739,1267,0
E07000228,7163,52,498,1404,34,639,2579,747,1210,0
E07000229,4278,33,230,556,11,142,1947,538,821,0
E07000234,4437,81,267,1052,30,266,1734,397,610,0
E07000235,3935,71,339,794,32,571,1207,349,572,0
E07000236,2783,54,144,461,15,32,1314,334,429,0
E07000237,6481,82,239,554,29,1979,2300,552,746,0
E07000238,5357,105,391,1237,34,72,2013,603,902,0
E07000239,3817,75,213,794,34,221,1541,410,529,0
E07000240,7242,31,471,2091,36,260,2152,749,1452,0
E07000241,10088,18,324,1039,20,4057,2804,696,1130,0
E07000242,7059,36,430,1624,27,699,2372,732,1139,0
E07000243,3187,19,193,412,17,140,1361,422,623,0
E07000244,10572,166,1029,1501,98,450,3982,1165,2181,0
E07000245,7437,136,525,1128,45,217,3095,893,1398,0
E07000246,7610,206,653,930,78,720,3016,744,1263,0
E08000001,10201,131,634,2146,52,522,3961,1012,1743,0
E08000002,7342,97,472,1545,40,305,3051,757,1075,0
E08000003,52120,107,1557,2151,153,24197,15063,3879,5013,0
E08000004,6755,100,424,1398,34,132,2811,656,1200,0
E08000005,6832,129,461,1362,44,117,2796,694,1229,0
E08000006,15926,108,606,1507,53,4418,5703,1390,2141,0
E08000007,11992,122,735,2970,52,196,4669,1268,1980,0
E08000008,7636,116,421,1470,37,125,3491,834,1142,0
E08000009,10392,77,788,2513,46,318,3671,1022,1957,0
E08000010,11800,244,595,2365,48,184,5620,1115,1629,0
E08000011,3713,76,335,530,18,63,1675,349,667,0
E08000012,43762,156,1282,1925,87,22637,11651,2515,3509,0
E08000013,6112,120,428,1304,23,64,2746,554,873,0
E08000014,9413,164,880,1880,55,132,3674,900,1728,0
E08000015,11159,246,967,2117,69,171,4714,1021,1854,0
E08000016,8806,181,421,2013,31,106,3945,857,1252,0
E08000017,10404,249,656,2036,87,173,4610,974,1619,0
E08000018,8681,161,462,2032,40,88,3900,841,1157,0
E08000019,45193,154,1232,3466,121,20158,12796,3353,3913,0
E08000021,36832,111,948,1902,77,20448,8921,1990,2435,0
E08000022,7837,160,713,1338,27,94,3505,809,1191,0
E08000023,4990,132,552,849,32,110,2101,425,789,0
E08000024,9472,182,700,1522,44,1018,3871,895,1240,0
E08000025,61678,297,2607,4587,286,23596,17031,4706,8568,0
E08000026,27257,123,780,1445,121,12376,7671,1870,2871,0
E08000027,9806,159,482,2057,88,276,4162,1144,1438,0
E08000028,8141,85,540,1223,113,302,3009,977,1892,0
E08000029,8298,74,610,2030,41,168,3025,845,1505,0
E08000030,7527,104,458,1391,85,321,2962,808,1398,0
E08000031,8598,91,615,1112,117,1004,2992,868,1799,0
E08000032,18109,173,1018,3134,120,1805,6874,1844,3141,0
E08000033,8294,103,494,1708,37,155,3669,866,1262,0
E08000034,18538,219,891,3537,111,2632,6979,1688,2481,0
E08000035,63148,285,1728,5448,184,25495,19404,4659,5945,0
E08000036,12856,238,676,2929,59,231,5700,1260,1763,0
E08000037,7234,104,515,1107,31,804,2835,766,1072,0
E09000001,1642,0,108,326,1,220,392,188,407,0
E09000002,6643,25,490,845,60,242,1851,1006,2124,0
E09000003,20212,23,1628,3850,90,1325,5294,2203,5799,0
E09000004,8388,53,553,1387,56,841,2515,1050,1933,0
E09000005,17682,12,1250,2572,62,2131,4645,1986,5024,0
E09000006,13282,54,970,3203,76,363,4031,1588,2997,0
E09000007,27940,21,1415,5076,54,7504,7027,2205,4638,0
E09000008,14210,60,1124,2260,87,474,4266,1913,4026,0
E09000009,19211,52,1337,3135,78,2177,5003,2105,5324,0
E09000010,11338,26,927,2321,78,401,2824,1349,3412,0
E09000011,14506,49,982,2191,64,1815,4238,1629,3538,0
E09000012,14883,7,992,1834,54,1234,5237,2131,3394,0
E09000013,20589,36,1163,4272,35,3463,5664,1823,4133,0
E09000014,15192,16,966,2945,59,1184,4288,1783,3951,0
E09000015,11334,19,960,1935,53,884,2491,1219,3773,0
E09000016,8010,53,577,1571,44,161,2650,990,1964,0
E09000017,14084,67,903,1622,60,2857,3762,1476,3337,0
E09000018,14089,37,1015,2705,62,640,3668,1734,4228,0
E09000019,21126,20,1058,3250,34,4241,6698,2266,3559,0
E09000020,25431,8,2068,8241,35,2377,4462,1986,6254,0
E09000021,11026,38,632,1762,31,2406,3081,1011,2065,0
E09000022,23388,46,1418,3074,63,2309,8345,3238,4895,0
E09000023,15461,26,1036,2133,72,1736,4919,1938,3601,0
E09000024,11225,26,826,2624,52,456,3014,1240,2987,0
E09000025,16121,16,1140,1792,63,1756,4636,2003,4715,0
E09000026,11077,18,913,1716,61,330,3092,1426,3521,0
E09000027,14740,32,1083,4785,36,1048,3365,1345,3046,0
E09000028,25547,33,1432,3051,65,5172,7958,3095,4741,0
E09000029,7402,37,631,1412,43,123,2388,935,1833,0
E09000030,23402,22,1308,1911,65,5084,7986,2638,4388,0
E09000031,10870,19,686,1599,39,465,3356,1516,3190,0
E09000032,28576,70,1590,6057,67,3017,8992,3178,5605,0
E09000033,30223,26,2347,6191,35,3944,7213,2903,7564,0
W06000001,2717,76,420,206,32,132,966,300,585,0
W06000002,8834,67,757,403,75,3203,2459,708,1162,0
W06000003,4486,127,591,431,80,129,1730,493,905,0
W06000004,3568,80,390,445,75,188,1482,327,581,0
W06000005,5539,140,463,920,100,66,2499,552,799,0
W06000006,5052,86,364,823,103,223,2242,478,733,0
W06000008,7296,54,392,224,55,3648,1864,454,605,0
W06000009,4988,111,730,458,96,104,1971,482,1036,0
W06000010,6888,145,700,819,131,385,2934,659,1115,0
W06000011,17951,172,725,1289,127,6912,5867,1114,1745,0
W06000012,6843,145,414,676,67,1566,2884,449,642,0
W06000013,5059,136,393,732,88,94,2377,521,718,0
W06000014,6108,102,545,1103,77,368,2491,508,914,0
W06000015,38088,152,1221,2329,154,18358,10339,2464,3071,0
W06000016,10088,186,575,1857,114,1238,4293,728,1097,0
W06000018,6105,138,358,1243,102,83,2923,533,725,0
W06000019,1819,46,136,336,39,36,859,156,211,0
W06000020,2876,81,192,464,35,43,1430,279,352,0
W06000021,3993,74,467,770,61,154,1342,383,742,0
W06000022,5489,113,401,820,72,256,2303,605,919,0
W06000023,5600,116,767,765,72,170,2035,588,1087,0
W06000024,1786,28,120,407,32,17,799,128,255,0
