LTLA,ts0620001,ts0620002,ts0620003,ts0620004,ts0620005,ts0620006,ts0620007,ts0620008,ts0620009,ts0620010
E06000046,119585,11430,23779,13893,17090,7444,18260,13797,9019,4873
E06000047,433958,38716,76187,48662,35580,29369,58725,64021,47155,35543
E06000049,329475,55769,74148,38196,36591,18033,34451,35901,20415,15971
E06000050,295358,44059,62574,34270,28137,17842,33830,35247,20781,18618
E06000051,272247,33935,58532,31167,37835,15660,33014,32090,16915,13099
E06000052,477425,47246,93997,50249,75227,30062,64568,58525,30107,27444
E06000053,1731,181,364,160,452,137,185,167,53,32
E06000054,419114,62885,95305,53043,48819,24588,46339,46690,21955,19490
E06000055,148121,20518,31468,17782,15543,7818,15627,19224,10902,9239
E06000056,236756,35950,54699,31619,27834,13391,23810,24565,12604,12284
E06000057,268846,31279,54620,32684,28110,17571,34689,32855,25633,11405
E06000058,334908,42921,68285,40318,38887,17501,41975,34280,21870,28871
E06000059,321900,41667,72284,39289,45334,18980,39165,33606,18011,13564
E06000060,443395,84123,103783,52820,55671,19665,40360,34988,26116,25869
E06000061,289186,30936,55133,33892,29479,18176,34858,53082,18793,14837
E06000062,343502,45383,69156,41935,38957,18399,34929,50489,21129,23125
E07000008,124762,29074,21424,8507,7524,3805,7783,9146,5823,31676
E07000009,71430,11277,16082,8604,8766,4026,7697,8070,3717,3191
E07000010,84832,6527,13942,9731,9759,6117,11751,16181,7458,3366
E07000011,148261,23501,33701,19838,15298,8427,16065,16717,8146,6568
E07000012,130361,30668,31186,14846,14067,5680,11041,9890,5839,7144
E07000026,80513,8005,14857,7854,9387,6204,11496,12639,6949,3122
E07000027,55833,5540,10307,6054,4056,4737,8508,9013,5425,2193
E07000028,91343,8402,16812,10472,9627,6102,11991,15948,7231,4758
E07000029,56008,5839,10307,5777,4514,5426,8115,8450,5465,2115
E07000030,46634,5203,9132,4330,8528,3063,5507,6226,2843,1802
E07000031,89700,12839,19551,8683,13779,6097,10210,9906,4634,4001
E07000032,105063,12428,20778,11807,10688,7620,13350,16670,7244,4478
E07000033,66278,5181,11138,7161,5965,5603,9716,12949,5748,2817
E07000034,86004,8654,16118,10673,7641,5600,12914,13424,7143,3837
E07000035,61060,9867,13374,6098,9325,3516,6199,6870,3224,2587
E07000036,93527,10083,18103,11484,8741,6679,12258,15172,6809,4198
E07000037,75661,10704,16289,8463,8658,5007,9090,9361,4550,3539
E07000038,85274,9769,17206,10577,9233,5563,11161,11930,6237,3598
E07000039,86954,11831,18857,10377,8403,6186,9797,12002,5218,4283
E07000040,127386,17187,28688,15723,19233,7032,15504,12413,6547,5059
E07000041,111331,13777,20298,11948,8855,4922,11322,12140,5747,22322
E07000042,68205,8078,13863,7583,10974,3900,8293,8781,3670,3063
E07000043,82193,7937,16292,8844,13689,5248,11499,10089,5083,3512
E07000044,74968,11430,17357,7509,13447,3656,7557,6616,4086,3310
E07000045,113463,14269,24994,13299,16319,6661,14444,12368,6386,4723
E07000046,57561,5123,10640,6036,10684,3633,8448,7060,3801,2136
E07000047,48363,6278,10302,4991,8753,2597,5459,5180,2754,2049
E07000061,84577,8477,17839,10483,10052,4651,11887,9259,6857,5072
E07000062,74704,6481,15060,8844,10288,4189,10827,8197,7007,3811
E07000063,83220,11745,18890,10213,11859,4223,9327,7516,5295,4152
E07000064,79489,9735,17360,10084,13057,4011,9377,6588,6023,3254
E07000065,133648,19770,30410,16793,21904,6657,14219,10408,7450,6037
E07000066,148665,17646,29314,20857,16851,8234,18201,18214,11725,7623
E07000067,126568,15613,26707,16425,15723,7487,15834,14999,7999,5781
E07000068,62867,12615,14881,8854,7925,2481,5288,4174,3620,3029
E07000069,74412,7846,14268,11137,9656,4562,9703,8331,5734,3175
E07000070,147738,25241,34425,19978,16146,6866,14637,13381,8630,8434
E07000071,156339,20691,33719,18400,16678,7937,18530,15430,9995,14959
E07000072,109931,17935,23604,14307,16610,4745,9861,8766,8009,6094
E07000073,73102,6309,13949,9509,7830,4641,9955,11053,5744,4112
E07000074,55428,7447,11823,7049,8164,3051,6428,5623,3523,2320
E07000075,70709,9698,15441,11181,8922,3761,7850,6295,4383,3178
E07000076,124892,10172,21916,15162,16086,8165,19876,16214,12437,4864
E07000077,73522,13500,17754,9009,10510,3391,6799,5577,3296,3686
E07000078,98438,16936,22414,12030,9694,4450,10652,9140,5597,7525
E07000079,76315,13765,16903,7904,12025,4079,7613,6775,3544,3707
E07000080,73047,8213,14079,8486,10093,4571,9189,9398,5081,3937
E07000081,106939,10679,20861,14374,8959,6847,15469,14518,8065,7167
E07000082,100195,16275,23117,11273,12988,5467,11429,10084,4985,4577
E07000083,77357,12116,18240,10715,8571,4217,8775,7365,3949,3409
E07000084,149807,26665,33838,19693,14580,8326,16329,15452,8218,6706
E07000085,103830,18941,24666,11849,14105,5132,10761,8236,5004,5136
E07000086,110332,17014,25619,14863,11353,6581,13076,10869,5735,5222
E07000087,95638,15031,24199,13142,9949,4995,10705,8274,5088,4255
E07000088,67211,6417,14393,8773,6315,4609,10055,8759,4770,3120
E07000089,80328,17586,20249,10396,9042,3482,7052,5090,3422,4009
E07000090,102865,12055,20697,12611,12154,6424,14391,11949,8053,4531
E07000091,148744,20891,32790,18768,19411,9387,17974,14786,8749,5988
E07000092,80871,10171,16761,10768,7536,5026,10878,9030,6711,3990
E07000093,106751,18548,24774,13710,11935,5710,10906,11079,5375,4714
E07000094,104751,22240,24857,10727,11921,4331,8314,7351,4651,10359
E07000095,79440,9355,15512,10936,10236,4448,8844,9486,6117,4506
E07000096,123779,21113,28380,15554,15184,5763,11889,12199,7161,6536
E07000098,86192,14924,19074,10675,11998,3474,7750,6388,5797,6112
E07000099,107743,21311,25759,12897,11451,5077,10664,9582,5748,5254
E07000102,75001,14801,17947,9281,9640,3221,6178,5233,4158,4542
E07000103,80963,12162,17747,9766,9306,3812,8130,8251,6214,5575
E07000105,106769,13767,22592,13182,13300,6528,12657,11525,7648,5570
E07000106,132774,15866,26040,13639,14756,6168,14036,12030,9194,21045
E07000107,90698,12291,19637,12493,9835,5226,9889,9988,6163,5176
E07000108,96131,8879,20464,11596,11474,6326,13385,11205,8197,4605
E07000109,84555,8562,16052,10500,9831,5154,10552,11545,7456,4903
E07000110,142136,19104,31330,18473,17457,7816,15260,16414,9340,6942
E07000111,96604,18525,21781,12273,12962,4400,8784,7523,5534,4822
E07000112,91555,9617,19147,11573,11303,5624,12193,9712,8219,4167
E07000113,122000,11835,23009,15212,14445,8011,14868,17957,10911,5752
E07000114,115417,9946,22881,13545,15267,6614,16597,13719,11175,5673
E07000115,105526,17266,23960,14249,12480,5426,10495,10307,5874,5469
E07000116,92402,17708,21818,10862,12094,3847,8667,7547,4930,4929
E07000117,75199,5388,12299,8242,6567,4771,10983,13157,9074,4718
E07000118,96369,13223,21722,11969,9909,5614,11029,11726,6574,4603
E07000119,69247,10433,15885,9144,8310,3493,7495,6397,4922,3168
E07000120,65632,4831,11121,7480,6438,4382,9326,10301,7553,4200
E07000121,119641,12715,22239,12334,11635,6843,14862,13845,8624,16544
E07000122,75224,6033,12270,7369,8306,4385,9986,12262,9513,5100
E07000123,118668,11801,20738,14107,9363,6101,13353,16801,11821,14583
E07000124,51464,8335,12699,5981,6884,2933,4790,4641,2638,2563
E07000125,57300,6509,12050,6628,6502,3380,6836,7502,4770,3123
E07000126,91499,11626,20736,13169,8526,5662,10738,10548,5976,4518
E07000127,98333,11137,19669,10761,10084,5070,10880,12696,7381,10655
E07000128,94350,10009,19421,12429,11880,5702,11645,10324,8107,4833
E07000129,83666,11034,18447,11502,9090,4978,9087,10260,5084,4184
E07000130,153101,19783,29491,17054,13922,8432,15541,18198,9686,20994
E07000131,80428,14337,19203,9663,10301,3805,7410,7662,3776,4271
E07000132,93918,12422,19905,11769,10278,5972,10600,13091,5652,4229
E07000133,42946,5781,8912,4877,5331,2818,4957,6025,2310,1935
E07000134,86163,11172,17822,10002,8672,6081,9618,12965,5090,4741
E07000135,47210,6033,9217,6122,4348,2398,5354,5916,3687,4135
E07000136,57584,3663,8668,5804,5873,4166,8535,13837,4286,2752
E07000137,121418,9063,21585,12681,16863,8434,18181,18004,12077,4530
E07000138,87067,6726,13299,8443,6585,5011,11151,13069,6815,15968
E07000139,98013,11830,22718,13300,10627,6034,11765,11114,6020,4605
E07000140,78998,6301,13469,8778,9711,5757,10462,16200,5341,2979
E07000141,118010,15386,25178,14216,13372,7171,14403,15518,7348,5418
E07000142,79117,8888,16652,9510,9171,5061,10182,9733,6293,3627
E07000143,117852,11099,22241,14015,14624,8158,16375,18728,8076,4536
E07000144,110508,13399,24109,15703,14154,6596,14000,11848,6016,4683
E07000145,82719,5323,13068,9099,9054,5875,13086,14833,8396,3985
E07000146,128892,11602,23972,14941,16467,9078,18187,19941,9886,4818
E07000147,89143,8940,17320,9735,14306,5694,12781,11290,6101,2976
E07000148,120763,13311,21234,11592,10117,5844,14142,16459,9093,18971
E07000149,117219,16945,26143,14775,15352,6502,13613,12424,6106,5359
E07000163,48284,7132,10931,5201,7676,2778,4995,5112,2519,1940
E07000164,76986,11262,17862,8864,10807,4157,7988,8304,4561,3181
E07000165,135304,23881,31491,15179,17580,6485,14108,12254,6860,7466
E07000166,41740,5076,9527,5225,5933,2602,4442,4695,2607,1633
E07000167,46325,5846,9162,4432,7799,2959,5553,5974,2728,1872
E07000168,92110,7711,17231,8924,12714,6931,13416,13328,7755,4100
E07000169,75432,10628,16207,8741,8361,5192,8441,10152,4294,3416
E07000170,102846,8149,17416,12013,8989,8178,15190,19176,9108,4627
E07000171,97367,9174,18354,10500,9715,7108,13048,17105,8167,4196
E07000172,92540,13466,19276,11109,8003,5351,9852,11893,6383,7207
E07000173,96457,12416,21479,12715,9988,5665,11278,11503,6596,4817
E07000174,90169,6770,14928,9800,8111,6897,13622,17531,8518,3992
E07000175,101968,12096,20194,11336,10949,6620,12594,15105,7921,5153
E07000176,97723,21153,24134,10900,9938,4011,7769,7293,5150,7375
E07000177,130588,19677,27886,15588,13720,7961,15696,17028,6834,6198
E07000178,136718,24602,22355,9706,8134,4995,10709,11981,8020,36216
E07000179,121490,25696,28967,13918,14980,5790,10463,10335,5497,5844
E07000180,112427,23736,26501,13525,11602,5820,10084,9989,5237,5933
E07000181,93815,15870,22121,11577,11525,5407,9817,9179,4212,4107
E07000187,96051,11955,20788,9831,14294,5568,11667,11904,5175,4869
E07000188,103781,10568,19044,11321,13058,7042,14427,16714,7026,4581
E07000189,143816,16220,30343,17229,19059,9095,19358,18575,8003,5934
E07000192,82477,6934,15477,9696,8647,6266,12023,13156,6579,3699
E07000193,100508,10755,18138,10688,9931,6469,11899,19044,8099,5485
E07000194,88596,13549,20374,10402,9839,4942,9506,10042,5777,4165
E07000195,103182,10704,19074,11936,9450,6439,12694,15857,7474,9554
E07000196,93371,12228,20401,12304,10952,5668,10337,10620,6806,4055
E07000197,113615,16411,26738,14065,11449,6534,12318,13575,6990,5535
E07000198,80858,8972,16319,9344,10670,5620,9820,11188,5202,3723
E07000199,63791,5874,11242,7766,5344,4678,9281,11604,4766,3236
E07000200,77378,10277,16975,9414,10743,4370,9229,8531,4316,3523
E07000202,111832,10572,20730,13832,9865,6834,16002,17849,9266,6882
E07000203,86307,11575,19430,10856,11951,4977,9589,9892,4369,3668
E07000207,108774,28225,26700,11470,13847,3351,7528,5623,5744,6286
E07000208,64607,13468,15691,8253,7355,2473,5225,4018,3747,4377
E07000209,119356,23631,26289,13154,12715,4522,9304,7808,5377,16556
E07000210,72339,15204,17728,9025,9900,2946,5828,4353,3721,3634
E07000211,120128,23374,29194,15935,14439,5089,10463,8482,7032,6120
E07000212,72718,11589,15605,8469,7937,3222,6323,5674,4178,9721
E07000213,83362,12191,19039,12410,9139,4729,8232,7804,5618,4200
E07000214,73784,14714,17998,9559,8318,3347,6803,5109,4039,3897
E07000215,70826,13558,17143,9328,9585,2969,6028,4434,4046,3735
E07000216,103633,22912,25360,11308,13428,3858,8448,6266,4765,7288
E07000217,82983,17964,18930,9833,9254,3473,7730,6068,5127,4604
E07000218,53897,5724,10498,6518,6023,3784,6494,8467,3957,2432
E07000219,108587,9930,19691,13826,8896,7386,14740,18971,9528,5619
E07000220,92188,13523,19459,10631,8660,5303,9695,14523,5209,5185
E07000221,112639,20832,26130,12598,15495,5787,11002,10141,5739,4915
E07000222,123251,26532,26609,12724,11086,5403,10463,10338,6708,13388
E07000223,52953,6223,11248,7045,7111,2963,6911,5265,3632,2555
E07000224,139553,15100,28521,17585,18167,8628,19218,15984,9870,6480
E07000225,104710,16483,24175,11454,15392,5084,10666,8691,5996,6769
E07000226,93569,9861,16975,13116,8721,6105,12680,13287,7287,5537
E07000227,120663,21716,30204,15500,15679,5742,11612,8770,5662,5778
E07000228,123315,23104,31121,16412,14715,5819,11854,8768,5399,6123
E07000229,92355,11954,20910,12636,11060,4953,11696,8603,5996,4547
E07000234,81101,14265,19284,10026,9169,4310,7944,7047,4812,4244
E07000235,67120,10950,15314,7479,9703,3427,7131,5932,3857,3327
E07000236,70251,7396,13494,8615,6571,4740,10330,10326,5302,3477
E07000237,85607,10201,17790,10187,7397,4897,10613,11287,5865,7370
E07000238,110719,16595,23717,12952,14529,6249,12413,13023,6396,4845
E07000239,84564,9054,16145,9950,9716,5567,11565,12129,6612,3826
E07000240,116091,30248,29548,12404,12297,3670,8175,6851,5751,7147
E07000241,97484,14703,19493,11191,9784,4436,9400,9235,5760,13482
E07000242,121152,22921,29634,15714,14756,5525,10606,9731,5877,6388
E07000243,71236,8355,15060,9738,7159,4322,9081,8733,4873,3915
E07000244,206719,22922,42078,24998,25674,12939,28566,26516,14098,8928
E07000245,148127,17709,31012,19038,16351,9431,18063,20948,8958,6617
E07000246,131297,15749,28748,15761,17265,7715,17369,15063,7777,5850
E08000001,232288,21610,40501,27986,22145,12102,27860,33871,29156,17057
E08000002,154876,18990,32603,20079,15325,7923,17717,17470,14901,9868
E08000003,437957,47624,69601,40779,32563,17588,42574,52982,57390,76856
E08000004,187034,14714,30561,22121,17969,10412,22053,28856,25354,14994
E08000005,174947,15011,30048,20827,17151,9538,20926,27136,21943,12367
E08000006,216923,24933,41121,26663,16793,10884,23662,28578,23136,21153
E08000007,238927,38178,54976,32518,23435,11351,24917,22890,18221,12441
E08000008,185136,16206,33217,25226,17125,11756,24154,28002,18948,10502
E08000009,186152,35353,43063,23383,17163,7841,17286,15945,14076,12042
E08000010,268694,24326,50961,33506,24802,17541,34482,43775,25306,13995
E08000011,124298,8847,20844,16708,10087,7456,17776,19603,15927,7050
E08000012,403027,35473,65566,44207,29251,18638,45856,53271,51137,59628
E08000013,150571,14113,28431,18420,11927,9677,20195,24367,15859,7582
E08000014,232391,25050,48299,32685,22267,12271,29941,26967,22275,12636
E08000015,262111,30101,54816,34873,22338,15167,33305,31993,24876,14642
E08000016,199789,15879,34044,22700,19338,14713,26705,37307,19813,9290
E08000017,250925,19013,41716,27417,23632,18231,34530,47485,26976,11925
E08000018,215570,18210,37416,26446,20155,14631,30726,33623,23108,11255
E08000019,456250,53794,80586,48458,37429,21847,52669,55737,44550,61180
E08000021,248450,29472,39393,23963,16223,11015,25174,28209,28121,46880
E08000022,171512,21524,36647,24055,12764,9611,21603,20189,16487,8632
E08000023,121292,9891,21392,15380,8418,8139,17532,17925,15847,6768
E08000024,226074,17319,38179,29189,15781,14737,32707,34172,29334,14656
E08000025,889622,83255,135380,87182,70747,40497,99975,112776,143540,116270
E08000026,276871,27004,43968,29791,20650,14642,31221,40735,27663,41197
E08000027,262491,24475,48819,34111,24366,16323,36727,37661,25163,14846
E08000028,266028,16456,36825,28121,20843,15851,38594,48143,39044,22151
E08000029,174502,29502,38064,22591,15851,8853,19103,17058,13540,9940
E08000030,223100,16833,35524,24463,19907,13409,31889,37134,27912,16029
E08000031,208442,15465,32608,21762,16579,11678,28753,37276,27317,17004
E08000032,421574,39095,69627,47241,40257,21679,47321,59765,60682,35907
E08000033,166634,20362,33582,19805,17513,8953,19320,22571,14990,9538
E08000034,346276,37990,65286,39028,33997,19038,38852,48204,36477,27404
E08000035,658471,88318,125302,76039,54475,32001,68796,78284,57147,78109
E08000036,287538,26891,51345,33705,24336,20081,35933,55764,26120,13363
E08000037,161747,16238,29874,20113,11347,10118,22262,23659,18451,9685
E09000001,8004,3176,1914,433,568,134,289,255,437,798
E09000002,161742,11328,24733,16906,21017,8077,19582,21066,21260,17773
E09000003,309357,57691,64413,30511,43699,10038,23553,20958,30833,27661
E09000004,195827,25414,40411,29477,21114,10180,20917,19041,15554,13719
E09000005,275140,31954,45060,23892,36796,11567,26762,33356,36231,29522
E09000006,265088,54277,64340,34966,30181,10013,21650,16782,17462,15417
E09000007,177908,42391,37323,11971,16020,4566,11259,9840,17475,27063
E09000008,310399,45735,66130,37862,35382,13143,31084,26908,29723,24432
E09000009,295372,43706,55635,27633,34632,12493,25915,31163,35979,28216
E09000010,257181,29836,46655,26607,32998,10829,26353,27424,33209,23270
E09000011,229748,38358,46194,22383,22830,10072,23494,21752,23684,20981
E09000012,209468,38876,48424,17342,19516,7036,16300,17345,24777,19852
E09000013,154624,35766,34998,12222,14844,5038,10626,10857,13735,16538
E09000014,215999,34135,45133,16504,26955,8897,17996,22514,24372,19493
E09000015,209621,34558,39456,22711,30841,6783,17716,16149,22681,18726
E09000016,209730,26155,42207,31343,26166,10689,22685,20163,17230,13092
E09000017,241878,32183,45721,28509,26220,11863,23766,25019,25356,23241
E09000018,228683,30196,41789,23635,26214,11466,23167,26928,25960,19328
E09000019,183626,43592,40574,13768,14848,5834,12579,13414,18621,20396
E09000020,123086,32237,24426,7920,13936,2854,7944,7005,12897,13867
E09000021,135464,28368,31686,14074,14899,4580,10463,8397,9511,13486
E09000022,268943,58885,62897,22368,23824,9765,20151,24770,22723,23560
E09000023,242411,41143,56049,22741,23507,9940,22357,21598,23187,21889
E09000024,172772,34454,37901,17544,21495,6641,14908,13527,13758,12544
E09000025,276172,29613,42336,23023,33619,12009,28898,29868,41839,34967
E09000026,242017,35495,44843,25653,33015,8248,21931,18661,29991,24180
E09000027,155834,43355,41019,14195,17822,3954,8609,7198,8639,11043
E09000028,256136,53706,54979,20510,20341,9502,20396,24242,23212,29248
E09000029,165657,26877,37201,22204,19699,7502,15882,13345,12282,10665
E09000030,252883,52827,47718,19747,17956,8912,19905,18179,34572,33067
E09000031,222182,30299,46563,21083,29891,9616,20382,21078,24265,19005
E09000032,273558,75671,68994,22309,25732,7814,16721,16227,19102,20988
E09000033,177470,44668,33967,11922,16668,4650,11431,10231,20973,22960
W06000001,57148,5557,11764,6220,7445,3784,7868,6885,4586,3039
W06000002,97969,9098,19158,9266,13726,6005,12551,11659,6581,9925
W06000003,96364,9623,20253,10706,12496,6042,13606,10985,7737,4916
W06000004,78908,7355,16124,8790,9205,4875,11165,10114,6990,4290
W06000005,127579,13482,25477,16269,11580,9144,16882,19297,8837,6611
W06000006,110274,9898,20223,13302,9952,7664,14947,18288,9102,6898
W06000008,61391,6307,11691,5738,10518,3067,6454,5953,3525,8138
W06000009,102553,8720,19901,10101,15953,7320,15136,12638,8126,4658
W06000010,155485,13810,30781,17690,19897,9766,21653,20557,12662,8669
W06000011,197857,20489,37588,24373,15214,11272,24825,23991,17427,22678
W06000012,117182,9008,20414,14666,8519,9047,17562,17902,11895,8169
W06000013,119484,11542,24068,13729,9938,8527,17423,17206,10716,6335
W06000014,107456,15729,24931,13747,10388,5768,13058,9809,7930,6096
W06000015,296313,42185,58143,32672,21375,12122,28754,27081,26084,47897
W06000016,193843,15692,34815,23487,16622,13202,27627,29590,19447,13361
W06000018,143479,12199,25466,18239,11209,10567,19933,23435,14525,7906
W06000019,55144,3090,8336,5843,3974,4541,9477,10846,6267,2770
W06000020,75114,6516,14229,9378,5741,5360,11045,12337,6658,3850
W06000021,78239,12371,18369,8437,9727,4120,8341,8562,4628,3684
W06000022,127423,14007,24712,16297,9666,7423,15766,19016,12517,8019
W06000023,112536,11241,22709,11468,21163,6749,14183,13144,7042,4837
W06000024,47677,3188,8289,5666,3844,3508,6878,8390,5194,2720
