LTLA,ts0260001,ts0260002,ts0260003,ts0260004,ts0260005,ts0260006
E06000060,220328,57889,149101,3824,5617,3897
E06000061,148918,40715,100982,2493,2519,2209
E06000062,172638,46474,115755,3361,3620,3428
E07000008,52473,16660,27979,1509,3003,3322
E07000009,37203,10291,25639,358,664,251
E07000010,44083,12787,29436,577,661,622
E07000011,76879,21564,52605,753,1269,688
E07000012,66994,17574,45724,1060,1873,763
E07000026,43971,14672,28897,93,220,89
E07000027,31259,11308,19631,93,168,59
E07000028,50663,17780,31989,287,437,170
E07000029,30789,10565,19969,52,159,44
E07000030,24613,7618,16649,74,160,112
E07000031,47658,15487,31348,167,454,202
E07000032,56275,17166,38451,169,373,116
E07000033,35262,10539,24180,142,245,156
E07000034,48059,17066,30260,238,357,138
E07000035,32283,9890,22098,52,193,50
E07000036,50334,15551,34005,211,420,147
E07000037,40772,12944,27321,86,325,96
E07000038,45987,14305,31236,117,247,82
E07000039,45240,12249,32023,281,492,195
E07000040,66787,20056,45622,212,605,292
E07000041,52554,17021,32813,615,1111,994
E07000042,35633,10238,24800,133,309,153
E07000043,43197,13257,29336,134,317,153
E07000044,39334,11621,27123,99,335,156
E07000045,59838,18406,40636,137,451,208
E07000046,30456,9330,20846,55,163,62
E07000047,24818,7300,17214,46,188,70
E07000061,45611,16205,27065,694,1048,599
E07000062,40451,14441,24542,418,669,381
E07000063,43688,13539,28936,268,656,289
E07000064,42102,13713,27648,144,425,172
E07000065,68266,18745,48200,276,744,301
E07000066,76362,21474,52101,1000,1053,734
E07000067,64985,17774,45724,363,745,379
E07000068,32342,9402,21902,305,484,249
E07000069,37390,10221,26614,140,284,131
E07000070,75405,21153,51464,814,1261,713
E07000071,79709,23075,53051,987,1473,1123
E07000072,54557,14827,36950,772,1119,889
E07000073,37857,10918,24434,866,891,748
E07000074,27900,7418,20123,62,190,107
E07000075,35558,9360,25790,104,236,68
E07000076,67451,23073,43406,255,501,216
E07000077,36958,9228,26690,223,548,269
E07000078,52899,18432,32231,651,1006,579
E07000079,40595,12261,27572,140,454,168
E07000080,37216,10579,26176,95,247,119
E07000081,55406,16754,35899,948,1085,720
E07000082,52378,15257,36166,220,550,185
E07000083,40931,11551,28431,303,449,197
E07000084,76645,20406,52827,1020,1441,951
E07000085,52717,13910,37487,289,691,340
E07000086,56924,15107,40134,489,812,382
E07000087,48639,13009,34689,204,517,220
E07000088,35919,11443,23784,176,355,161
E07000089,39965,9836,28822,325,682,300
E07000090,53588,15957,36695,211,488,237
E07000091,77567,22737,53474,281,722,353
E07000092,39303,10502,26022,988,882,909
E07000093,54708,14464,38488,483,840,433
E07000094,51717,14333,35812,295,848,429
E07000095,39850,10971,26204,984,969,722
E07000096,63412,17851,42608,916,1243,794
E07000098,42682,11527,27774,1222,1188,971
E07000099,56732,16903,37670,572,1116,471
E07000102,36859,9697,24941,790,841,590
E07000103,39628,11146,23134,1880,1843,1625
E07000105,53583,13861,37465,772,887,598
E07000106,63792,19046,42131,562,1060,993
E07000107,45697,11827,30880,1170,1100,720
E07000108,50548,15658,33609,382,584,315
E07000109,41724,11212,27374,1116,984,1038
E07000110,71208,18800,49178,1073,1198,959
E07000111,49012,12990,34352,406,920,344
E07000112,48338,15728,31220,418,652,320
E07000113,60492,15957,43032,404,615,484
E07000114,62200,20839,39495,612,842,412
E07000115,53573,13698,38350,420,776,329
E07000116,48223,14198,31990,520,1092,423
E07000117,39872,13126,24519,639,849,739
E07000118,50135,14660,34671,211,425,168
E07000119,37606,12863,24162,163,323,95
E07000120,34791,11434,21543,496,860,458
E07000121,59980,19526,38643,464,688,659
E07000122,38064,11824,22891,918,1351,1080
E07000123,59608,19400,35801,1482,1595,1330
E07000124,26748,7807,18641,52,177,71
E07000125,30561,9708,20142,186,332,193
E07000126,48585,14496,33331,199,406,153
E07000127,48533,13989,33614,269,399,262
E07000128,50767,16346,33936,127,257,101
E07000129,42577,11095,30082,457,525,418
E07000130,73785,20860,49562,1109,1211,1043
E07000131,40413,10514,28996,187,449,267
E07000132,49446,13972,34505,261,484,224
E07000133,22599,6363,15782,148,194,112
E07000134,44973,12497,31607,256,424,189
E07000135,22617,6347,14663,540,567,500
E07000136,29404,8089,18958,876,681,800
E07000137,64754,19800,44246,177,376,155
E07000138,42507,14137,26283,655,691,741
E07000139,50989,13989,36187,211,448,154
E07000140,40703,11051,27582,665,748,657
E07000141,62852,18226,42962,597,704,363
E07000142,42345,12680,29156,151,269,89
E07000143,60359,16550,41784,703,737,585
E07000144,57760,16238,40584,220,512,206
E07000145,44544,14488,28737,494,448,377
E07000146,67464,19829,45457,780,818,580
E07000147,48373,16319,31573,89,278,114
E07000148,64459,25098,35752,994,1314,1301
E07000149,61378,16990,43092,363,660,273
E07000163,26069,8440,17308,72,178,71
E07000164,40802,12176,28153,122,254,97
E07000165,71168,21845,47719,437,841,326
E07000166,20944,6108,14554,103,130,49
E07000167,24717,7550,16845,66,165,91
E07000168,51123,18216,32162,200,342,203
E07000169,39559,10556,28381,160,340,122
E07000170,54508,16048,37440,315,476,229
E07000171,51458,15492,35015,319,404,228
E07000172,48361,14581,32135,426,707,512
E07000173,51551,15514,34751,387,616,283
E07000174,48030,14471,32024,540,543,452
E07000175,53331,15746,36436,337,481,331
E07000176,49883,13822,34654,347,761,299
E07000177,65892,17339,44604,1005,1759,1185
E07000178,55238,16096,31164,1648,2667,3663
E07000179,61497,16105,42996,527,1232,637
E07000180,57498,15437,39439,613,1406,603
E07000181,47981,13206,33354,289,747,385
E07000187,50294,15152,34058,256,576,252
E07000188,53904,15620,36872,394,582,436
E07000189,75939,22859,51336,514,796,434
E07000192,43460,12573,30347,137,259,144
E07000193,51293,14760,33690,885,1108,850
E07000194,45630,12662,32275,169,324,200
E07000195,53423,16588,35700,346,478,311
E07000196,46121,12558,33080,106,222,155
E07000197,60047,17754,41009,416,600,268
E07000198,42355,12536,29496,59,198,66
E07000199,32894,8787,23374,197,329,207
E07000200,40197,11382,28179,117,362,157
E07000202,59507,19270,36855,1221,1114,1047
E07000203,44343,11983,31822,109,300,129
E07000207,55590,14972,37166,861,1793,798
E07000208,31321,7625,21272,800,951,673
E07000209,55760,14840,37568,747,1446,1159
E07000210,37139,11053,24846,256,665,319
E07000211,59849,15797,40888,931,1460,773
E07000212,34837,9939,22665,506,959,768
E07000213,41803,11665,27128,890,1216,904
E07000214,36006,9067,25022,542,796,579
E07000215,35620,9702,24842,217,564,295
E07000216,52448,14642,36126,317,892,471
E07000217,41437,11124,26710,983,1604,1016
E07000218,27582,7642,19568,75,197,100
E07000219,56586,16345,38009,781,864,587
E07000220,47013,12774,31367,960,1001,911
E07000221,59464,17306,40737,320,739,362
E07000222,62619,18999,40288,849,1386,1097
E07000223,27678,8414,18450,188,442,184
E07000224,72661,22768,47491,708,988,706
E07000225,54119,16841,35896,289,663,430
E07000226,45502,11517,28820,1674,1647,1844
E07000227,62370,17535,43032,364,1020,419
E07000228,63349,17421,43661,505,1221,541
E07000229,49538,16764,30860,445,975,494
E07000234,41265,11293,29405,134,286,147
E07000235,34892,10303,24050,122,296,121
E07000236,36377,10102,24707,481,630,457
E07000237,44722,14157,28454,603,848,660
E07000238,57356,15847,40072,436,624,377
E07000239,45320,14377,30217,189,359,178
E07000240,58990,15527,39825,957,1920,761
E07000241,46208,12928,29975,920,1099,1286
E07000242,62022,16952,42818,465,1186,601
E07000243,36511,10568,23888,709,757,589
E07000244,110749,35819,73220,429,883,398
E07000245,78746,25490,50586,801,1204,665
E07000246,69986,22397,45869,497,789,434
E08000001,118790,36521,73443,3104,3148,2574
E08000002,80695,24880,51985,1198,1540,1092
E08000003,214733,71577,117070,9371,8134,8581
E08000004,93139,27396,57033,3000,3084,2626
E08000005,90224,27641,55663,2410,2651,1859
E08000006,115117,39141,69132,2003,2472,2369
E08000007,126648,39439,82962,1355,1890,1002
E08000008,99526,32374,63179,1499,1464,1010
E08000009,96269,28369,62314,1962,2339,1285
E08000010,143105,43950,96319,918,1256,662
E08000011,66073,20645,44375,357,464,232
E08000012,207491,76340,121591,3448,3271,2841
E08000013,81012,25561,54189,429,568,265
E08000014,123073,41520,79162,769,1087,535
E08000015,143252,49688,91227,701,1212,424
E08000016,108053,33289,72785,699,784,496
E08000017,133479,41667,87707,1511,1541,1053
E08000018,113925,34225,76513,1033,1277,877
E08000019,231950,75759,143362,4418,4792,3619
E08000021,122797,42031,73141,2702,2636,2287
E08000022,96232,33553,60996,541,825,317
E08000023,68287,24550,42597,403,503,234
E08000024,122177,40368,79828,593,818,570
E08000025,423456,133224,233999,19722,18275,18236
E08000026,134140,40777,79585,4988,3951,4839
E08000027,137069,41709,90755,1373,1868,1364
E08000028,130245,38042,77452,5515,4449,4787
E08000029,89483,25852,60480,970,1274,907
E08000030,112226,32129,72007,2826,2827,2437
E08000031,105141,32468,63172,3683,2962,2856
E08000032,209867,64596,121716,7064,9403,7088
E08000033,90476,30308,56742,963,1492,971
E08000034,177989,55176,111194,3442,4895,3282
E08000035,341466,111380,210728,6609,7035,5714
E08000036,153075,46419,102126,1538,1819,1173
E08000037,88999,30807,56149,683,901,459
E09000001,4913,2506,1903,79,267,158
E09000002,73902,17503,42404,5845,3418,4732
E09000003,148917,41658,82650,8681,8002,7926
E09000004,95300,24753,63571,2603,2349,2024
E09000005,118611,31985,59163,10639,6333,10491
E09000006,135827,38668,87861,2814,4333,2151
E09000007,92757,35929,42256,4488,5297,4787
E09000008,152946,43091,91900,6594,5773,5588
E09000009,133659,35662,69437,10876,7758,9926
E09000010,120923,31159,67281,9999,5793,6691
E09000011,114055,34048,65016,4752,5417,4822
E09000012,106081,34928,53183,5730,5741,6499
E09000013,81244,29324,39574,3467,4526,4353
E09000014,105092,32293,53564,6920,5502,6813
E09000015,89642,19852,51388,7621,4173,6608
E09000016,101277,26129,67762,2561,2417,2408
E09000017,109228,26635,65254,6661,4872,5806
E09000018,102958,26209,56143,7652,5615,7339
E09000019,96497,34795,47620,4253,4947,4882
E09000020,66884,29232,27748,2683,3899,3322
E09000021,65626,17716,39393,2879,3256,2382
E09000022,134688,43154,73290,5705,5329,7210
E09000023,122392,37147,70360,4690,5040,5155
E09000024,81728,20464,48358,4303,4313,4290
E09000025,115505,27038,56956,11738,7117,12656
E09000026,103713,23886,57420,8556,5719,8132
E09000027,80705,23871,49176,2039,3863,1756
E09000028,130818,43348,69844,5112,5731,6783
E09000029,82346,22197,51345,3637,3082,2085
E09000030,120539,38531,53692,9286,8381,10649
E09000031,102901,26696,58114,5902,5444,6745
E09000032,137393,41132,78286,4886,6610,6479
E09000033,94816,40443,38423,4743,5359,5848
W06000001,30822,10189,20401,48,136,48
W06000002,51107,17664,32602,159,391,291
W06000003,52235,17909,33563,196,414,153
W06000004,42387,14107,27775,143,267,95
W06000005,66911,19471,46157,361,548,374
W06000006,57913,17662,38846,474,544,387
W06000008,30895,10202,20079,106,242,266
W06000009,55488,18507,36355,122,351,153
W06000010,81759,25349,55333,299,491,287
W06000011,104962,36154,65706,1039,1125,938
W06000012,62375,20368,41342,160,360,145
W06000013,62361,18664,42928,239,331,199
W06000014,57449,17841,38757,211,468,172
W06000015,147333,47463,91023,2955,3136,2756
W06000016,103337,32170,69990,287,497,393
W06000018,76257,22965,52593,192,361,146
W06000019,30339,10175,19849,89,148,78
W06000020,40241,12316,27510,103,210,102
W06000021,40924,12287,28095,108,329,105
W06000022,66053,19997,43246,900,1063,847
W06000023,60182,19841,39632,168,364,177
W06000024,25783,8258,17100,159,164,102
