LTLA,ts0590001,ts0590002,ts0590003,ts0590004,ts0590005,ts0590006,ts0590007
E06000044,97787,30535,10778,19757,67252,57812,9440
E06000045,118228,35465,12460,23005,82763,71148,11615
E06000046,57910,21832,7253,14579,36078,30756,5322
E06000047,222218,63368,19900,43468,158850,137147,21703
E06000049,192487,55559,19795,35764,136928,114307,22621
E06000050,169088,50037,17164,32873,119051,101055,17996
E06000051,152423,47890,16243,31647,104533,83886,20647
E06000052,254247,90812,31272,59540,163435,134022,29413
E06000053,1114,346,134,212,768,597,171
E06000054,252345,74804,26840,47964,177541,146830,30711
E06000055,90865,24823,8812,16011,66042,55968,10074
E06000056,151078,40426,14636,25790,110652,92934,17718
E06000057,140777,44414,14253,30161,96363,80360,16003
E06000058,186032,60475,21877,38598,125557,107607,17950
E06000059,167777,58375,21420,36955,109402,89075,20327
E06000060,273236,78097,30598,47499,195139,157932,37207
E06000061,178855,46669,15223,31446,132186,111942,20244
E06000062,215995,57055,19541,37514,158940,134486,24454
E07000008,70599,18725,7812,10913,51874,43695,8179
E07000009,44695,12559,4439,8120,32136,26448,5688
E07000010,47108,12789,4219,8570,34319,28284,6035
E07000011,91391,24172,8458,15714,67219,56584,10635
E07000012,82267,22752,8202,14550,59515,49901,9614
E07000026,44235,14058,4483,9575,30177,25309,4868
E07000027,31183,9259,2666,6593,21924,19866,2058
E07000028,52950,16961,5211,11750,35989,29990,5999
E07000029,30570,8403,2530,5873,22167,19710,2457
E07000030,27335,9084,3418,5666,18251,13443,4808
E07000031,50137,17437,6634,10803,32700,26675,6025
E07000032,60171,17700,5916,11784,42471,36026,6445
E07000033,38100,10634,3137,7497,27466,23380,4086
E07000034,47532,14979,4599,10380,32553,28101,4452
E07000035,33228,11584,4380,7204,21644,16633,5011
E07000036,54967,15732,5066,10666,39235,34065,5170
E07000037,44614,13981,4701,9280,30633,25786,4847
E07000038,46563,14662,4598,10064,31901,26835,5066
E07000039,53906,14318,4638,9680,39588,33110,6478
E07000040,66727,23554,8359,15195,43173,35143,8030
E07000041,59700,19803,7394,12409,39897,34634,5263
E07000042,40282,13365,4586,8779,26917,21569,5348
E07000043,45163,16249,5651,10598,28914,23636,5278
E07000044,40585,15328,5884,9444,25257,20077,5180
E07000045,62137,21566,7295,14271,40571,33592,6979
E07000046,30053,11176,3842,7334,18877,14726,4151
E07000047,25384,9082,3397,5685,16302,12630,3672
E07000061,43831,14903,5204,9699,28928,24787,4141
E07000062,40898,14210,4740,9470,26688,22762,3926
E07000063,44507,15849,5929,9920,28658,23936,4722
E07000064,37934,13625,5203,8422,24309,19656,4653
E07000065,74543,25447,10015,15432,49096,39472,9624
E07000066,89011,25036,9070,15966,63975,53719,10256
E07000067,76284,22965,8594,14371,53319,43700,9619
E07000068,37903,10388,4223,6165,27515,21744,5771
E07000069,41006,12670,4575,8095,28336,23564,4772
E07000070,89862,25836,9697,16139,64026,52813,11213
E07000071,92016,28464,10351,18113,63552,52560,10992
E07000072,65796,19634,7815,11819,46162,37039,9123
E07000073,45981,12883,4390,8493,33098,28620,4478
E07000074,31256,10099,4057,6042,21157,16921,4236
E07000075,40658,12461,4810,7651,28197,23225,4972
E07000076,58281,20158,6940,13218,38123,31130,6993
E07000077,45741,14098,5694,8404,31643,25062,6581
E07000078,59157,18154,6458,11696,41003,35580,5423
E07000079,44078,14188,5824,8364,29890,23598,6292
E07000080,39990,12946,4698,8248,27044,22316,4728
E07000081,65621,19514,5956,13558,46107,40563,5544
E07000082,59919,19827,7237,12590,40092,33708,6384
E07000083,46522,13792,4548,9244,32730,27898,4832
E07000084,96973,24133,8743,15390,72840,62171,10669
E07000085,61732,18879,7267,11612,42853,34697,8156
E07000086,69517,20489,6892,13597,49028,41562,7466
E07000087,55631,16340,5688,10652,39291,33204,6087
E07000088,38486,11220,3585,7635,27266,23135,4131
E07000089,50445,13732,5296,8436,36713,29759,6954
E07000090,56368,17908,5916,11992,38460,32705,5755
E07000091,78702,26748,10149,16599,51954,42621,9333
E07000092,53015,13249,4560,8689,39766,34125,5641
E07000093,65864,18574,6591,11983,47290,39188,8102
E07000094,60573,18929,7594,11335,41644,32954,8690
E07000095,48306,14247,5104,9143,34059,28778,5281
E07000096,77199,22394,8384,14010,54805,45046,9759
E07000098,52766,16061,6468,9593,36705,29693,7012
E07000099,67158,18857,6904,11953,48301,40500,7801
E07000102,46948,13482,5174,8308,33466,27041,6425
E07000103,52859,14307,5061,9246,38552,32858,5694
E07000105,63615,18592,6754,11838,45023,36702,8321
E07000106,66164,23063,9225,13838,43101,35357,7744
E07000107,58822,15125,5210,9915,43697,37138,6559
E07000108,50926,16164,5631,10533,34762,28511,6251
E07000109,49761,14307,4871,9436,35454,29262,6192
E07000110,86409,24266,8741,15525,62143,50706,11437
E07000111,56382,16815,6623,10192,39567,31035,8532
E07000112,47818,15160,5399,9761,32658,27109,5549
E07000113,69203,19520,6660,12860,49683,40567,9116
E07000114,59190,20158,6864,13294,39032,32623,6409
E07000115,64426,18529,6872,11657,45897,37086,8811
E07000116,55898,16653,6414,10239,39245,31163,8082
E07000117,40034,11854,3348,8506,28180,25374,2806
E07000118,57244,15744,5123,10621,41500,35318,6182
E07000119,35715,11075,4034,7041,24640,20822,3818
E07000120,35629,9997,2893,7104,25632,22795,2837
E07000121,62400,21336,7586,13750,41064,34451,6613
E07000122,39623,12802,3909,8893,26821,23657,3164
E07000123,66634,21193,6930,14263,45441,40027,5414
E07000124,30385,8680,3132,5548,21705,17587,4118
E07000125,33116,9371,2925,6446,23745,20294,3451
E07000126,54711,14691,4603,10088,40020,34628,5392
E07000127,53546,16327,5810,10517,37219,31281,5938
E07000128,47835,15404,5094,10310,32431,27049,5382
E07000129,51446,14563,4611,9952,36883,31671,5212
E07000130,84799,25585,8944,16641,59214,50718,8496
E07000131,48771,14307,5206,9101,34464,27964,6500
E07000132,55886,15582,5034,10548,40304,34150,6154
E07000133,25464,7723,2750,4973,17741,14288,3453
E07000134,51961,13930,4760,9170,38031,31766,6265
E07000135,25989,8039,2593,5446,17950,15716,2234
E07000136,33631,9381,2729,6652,24250,19918,4332
E07000137,55577,19315,6577,12738,36262,28556,7706
E07000138,46718,15008,5591,9417,31710,27478,4232
E07000139,56892,15883,5354,10529,41009,33773,7236
E07000140,45234,11741,3790,7951,33493,26644,6849
E07000141,68193,19787,6832,12955,48406,39658,8748
E07000142,42136,12994,4505,8489,29142,23610,5532
E07000143,65638,19981,7119,12862,45657,36910,8747
E07000144,62589,20791,7120,13671,41798,35015,6783
E07000145,41139,14288,4801,9487,26851,22422,4429
E07000146,69220,21522,7291,14231,47698,38895,8803
E07000147,41658,15709,6006,9703,25949,20901,5048
E07000148,65722,21973,8039,13934,43749,38164,5585
E07000149,67749,21717,7628,14089,46032,37418,8614
E07000163,27131,8812,3345,5467,18319,14333,3986
E07000164,43404,13516,4721,8795,29888,23371,6517
E07000165,79685,24370,8848,15522,55315,44623,10692
E07000166,24679,7278,2660,4618,17401,13002,4399
E07000167,25961,8486,3093,5393,17475,13478,3997
E07000168,46549,16821,5623,11198,29728,24536,5192
E07000169,46124,12744,4192,8552,33380,27566,5814
E07000170,58430,16237,4786,11451,42193,36725,5468
E07000171,54917,16458,5143,11315,38459,32043,6416
E07000172,51914,15302,4985,10317,36612,31844,4768
E07000173,56189,16848,5149,11699,39341,33903,5438
E07000174,51367,14773,4360,10413,36594,31414,5180
E07000175,57114,16616,5734,10882,40498,33327,7171
E07000176,56976,16524,5799,10725,40452,33528,6924
E07000177,84972,22632,7825,14807,62340,52841,9499
E07000178,73326,21574,8857,12717,51752,43899,7853
E07000179,76476,21515,8124,13391,54961,45106,9855
E07000180,70864,18811,6631,12180,52053,43896,8157
E07000181,58926,16835,6256,10579,42091,34764,7327
E07000187,55668,19505,7295,12210,36163,28981,7182
E07000188,59147,18290,6263,12027,40857,33555,7302
E07000189,80929,25469,8630,16839,55460,45912,9548
E07000192,48877,13606,4216,9390,35271,29813,5458
E07000193,59318,16442,5484,10958,42876,36028,6848
E07000194,50472,14677,5262,9415,35795,29257,6538
E07000195,56682,16488,5257,11231,40194,34557,5637
E07000196,50699,15103,5183,9920,35596,29642,5954
E07000197,65766,18305,6261,12044,47461,39195,8266
E07000198,45035,13555,4598,8957,31480,25615,5865
E07000199,38158,10307,3248,7059,27851,24114,3737
E07000200,42957,14333,5421,8912,28624,23369,5255
E07000202,67026,20768,6730,14038,46258,39598,6660
E07000203,50023,15709,5744,9965,34314,27543,6771
E07000207,66982,18965,7819,11146,48017,36120,11897
E07000208,39909,11220,4291,6929,28689,23623,5066
E07000209,69774,20161,8478,11683,49613,39744,9869
E07000210,42341,13129,5437,7692,29212,23132,6080
E07000211,75127,21058,8043,13015,54069,44451,9618
E07000212,42457,12322,5215,7107,30135,24677,5458
E07000213,51539,13714,4992,8722,37825,32083,5742
E07000214,45363,12384,4659,7725,32979,27139,5840
E07000215,42575,12489,4896,7593,30086,23964,6122
E07000216,60722,18892,7740,11152,41830,32672,9158
E07000217,52742,14323,5531,8792,38419,31711,6708
E07000218,31754,8826,2913,5913,22928,19336,3592
E07000219,63114,17061,5095,11966,46053,40460,5593
E07000220,58106,14541,4994,9547,43565,36959,6606
E07000221,66236,20269,7823,12446,45967,36968,8999
E07000222,72748,20385,7788,12597,52363,44328,8035
E07000223,29825,10201,3437,6764,19624,16875,2749
E07000224,73191,24774,9099,15675,48417,40561,7856
E07000225,56365,19538,7926,11612,36827,29448,7379
E07000226,58899,17454,6322,11132,41445,36266,5179
E07000227,72167,22825,9144,13681,49342,40356,8986
E07000228,76572,23498,8973,14525,53074,43860,9214
E07000229,53557,17467,6050,11417,36090,31338,4752
E07000234,47287,14014,4780,9234,33273,27520,5753
E07000235,35800,12154,4397,7757,23646,19218,4428
E07000236,42692,11562,3675,7887,31130,27280,3850
E07000237,51628,15456,5101,10355,36172,31303,4869
E07000238,63660,19047,6891,12156,44613,36385,8228
E07000239,45789,14298,4465,9833,31491,26608,4883
E07000240,72871,20589,8037,12552,52282,40974,11308
E07000241,58149,17302,6773,10529,40847,34414,6433
E07000242,76524,21978,8653,13325,54546,44328,10218
E07000243,45457,12287,4066,8221,33170,29016,4154
E07000244,106365,36844,13502,23342,69521,56377,13144
E07000245,89619,24609,8639,15970,65010,53528,11482
E07000246,73294,23624,8010,15614,49670,40916,8754
E08000001,125438,39475,11725,27750,85963,75764,10199
E08000002,88483,26131,8126,18005,62352,54514,7838
E08000003,234283,74425,25672,48753,159858,142505,17353
E08000004,98206,31334,9088,22246,66872,59308,7564
E08000005,94459,27578,8024,19554,66881,59047,7834
E08000006,127606,35294,11306,23988,92312,81921,10391
E08000007,139807,40202,13170,27032,99605,86908,12697
E08000008,105654,29213,8523,20690,76441,68222,8219
E08000009,111558,31656,10658,20998,79902,68817,11085
E08000010,154614,41925,12340,29585,112689,98905,13784
E08000011,69492,20077,5416,14661,49415,44340,5075
E08000012,205750,64927,21722,43205,140823,125475,15348
E08000013,82623,22346,6605,15741,60277,52995,7282
E08000014,124597,39046,12151,26895,85551,74317,11234
E08000015,139503,42949,13409,29540,96554,84595,11959
E08000016,111680,31992,9142,22850,79688,68527,11161
E08000017,137858,39882,11361,28521,97976,83659,14317
E08000018,117803,35033,9993,25040,82770,71465,11305
E08000019,242007,80296,25656,54640,161711,142795,18916
E08000021,125077,41814,14916,26898,83263,72848,10415
E08000022,97265,28129,7898,20231,69136,60931,8205
E08000023,62508,18535,5108,13427,43973,38273,5700
E08000024,117152,34704,9391,25313,82448,73524,8924
E08000025,442418,146182,49418,96764,296236,261443,34793
E08000026,150143,43039,14424,28615,107104,95752,11352
E08000027,144640,42808,13105,29703,101832,88508,13324
E08000028,141072,42294,12726,29568,98778,87725,11053
E08000029,97939,27862,9825,18037,70077,59863,10214
E08000030,118533,35900,10648,25252,82633,71975,10658
E08000031,111309,32165,9886,22279,79144,69418,9726
E08000032,221137,74807,21924,52883,146330,129284,17046
E08000033,93381,29156,9199,19957,64225,55532,8693
E08000034,190084,60633,18857,41776,129451,112439,17012
E08000035,374064,108902,35882,73020,265162,231990,33172
E08000036,164641,45171,12950,32221,119470,103426,16044
E08000037,87518,25535,7400,18135,61983,54932,7051
E09000001,5351,885,386,499,4466,2760,1706
E09000002,94588,30887,10801,20086,63701,55490,8211
E09000003,186175,59680,23760,35920,126495,101785,24710
E09000004,117985,32581,11593,20988,85404,73640,11764
E09000005,160997,49520,18564,30956,111477,93506,17971
E09000006,162122,44067,16708,27359,118055,97180,20875
E09000007,102511,27005,11879,15126,75506,55453,20053
E09000008,189405,55569,20311,35258,133836,114645,19191
E09000009,175026,50994,19422,31572,124032,103442,20590
E09000010,143864,50819,17931,32888,93045,79164,13881
E09000011,142937,37837,13717,24120,105100,87019,18081
E09000012,134310,39474,14022,25452,94836,76457,18379
E09000013,98093,22605,9497,13108,75488,56608,18880
E09000014,134381,43466,16523,26943,90915,74963,15952
E09000015,125037,36539,13761,22778,88498,73682,14816
E09000016,124781,35210,12636,22574,89571,76496,13075
E09000017,142803,40514,14778,25736,102289,87797,14492
E09000018,138800,40321,15624,24697,98479,84207,14272
E09000019,114970,26896,11025,15871,88074,67481,20593
E09000020,69440,17605,7610,9995,51835,33155,18680
E09000021,84148,23635,9292,14343,60513,49806,10707
E09000022,182818,42625,16700,25925,140193,112911,27282
E09000023,155712,44172,16083,28089,111540,94030,17510
E09000024,112065,30296,11570,18726,81769,66670,15099
E09000025,163445,52698,18670,34028,110747,94325,16422
E09000026,141628,44843,16639,28204,96785,81723,15062
E09000027,97565,25870,10880,14990,71695,54047,17648
E09000028,166948,41968,16582,25386,124980,99680,25300
E09000029,104226,29203,10702,18501,75023,64135,10888
E09000030,155392,40837,15607,25230,114555,90675,23880
E09000031,140371,40743,15075,25668,99628,84719,14909
E09000032,190442,38648,15478,23170,151794,115966,35828
E09000033,101742,24638,10669,13969,77104,51876,25228
W06000001,29202,9257,2716,6541,19945,16493,3452
W06000002,51817,17020,5463,11557,34797,28757,6040
W06000003,48723,16048,4839,11209,32675,27174,5501
W06000004,40846,12759,3663,9096,28087,23419,4668
W06000005,73820,19818,5865,13953,54002,46993,7009
W06000006,61805,17268,4839,12429,44537,38453,6084
W06000008,30120,10456,3722,6734,19664,15454,4210
W06000009,52765,18271,5952,12319,34494,26956,7538
W06000010,81951,24778,7197,17581,57173,46871,10302
W06000011,100614,32516,10054,22462,68098,59498,8600
W06000012,59189,17115,4728,12387,42074,36863,5211
W06000013,63984,17842,5055,12787,46142,40185,5957
W06000014,59915,18238,5646,12592,41677,35437,6240
W06000015,160438,49378,17027,32351,111060,97640,13420
W06000016,103389,28836,7846,20990,74553,65567,8986
W06000018,77438,20652,5540,15112,56786,50176,6610
W06000019,28799,7587,1946,5641,21212,18817,2395
W06000020,40658,11084,3040,8044,29574,26129,3445
W06000021,42830,13045,4443,8602,29785,24311,5474
W06000022,72789,20651,5764,14887,52138,45562,6576
W06000023,61726,19908,6445,13463,41818,31754,10064
W06000024,25635,7043,1832,5211,18592,16279,2313
