LTLA,ts0530001,ts0530002,ts0530003,ts0530004,ts0530005,ts0530006
E07000127,48533,27124,12624,7363,1268,154
E07000128,50769,27253,15111,7260,1021,124
E07000129,42575,24288,11254,5988,923,122
E07000130,73785,39903,18616,12544,2316,406
E07000131,40415,24940,9614,5011,719,131
E07000132,49446,27234,14014,7043,1023,132
E07000133,22599,13722,5400,2966,449,62
E07000134,44975,26504,11361,6060,917,133
E07000135,22617,11949,6452,3368,710,138
E07000136,29403,13696,8335,5891,1270,211
E07000137,64754,31483,21206,9836,1989,240
E07000138,42507,17749,11880,10327,2162,389
E07000139,50989,30127,14274,5663,829,96
E07000140,40703,21559,11757,6010,1189,188
E07000141,62849,36833,16503,8085,1284,144
E07000142,42348,25552,11175,4752,757,112
E07000143,60359,31608,16610,10137,1723,281
E07000144,57760,33788,14798,8020,1035,119
E07000145,44544,21506,12118,8796,1861,263
E07000146,67461,34727,19286,11157,2004,287
E07000147,48372,26073,13794,7145,1210,150
E07000148,64460,25275,16555,18795,3501,334
E07000149,61381,35504,15734,8789,1203,151
E07000163,26069,14103,7561,3825,522,58
E07000164,40801,24774,10098,5299,579,51
E07000165,71169,39887,17869,11660,1614,139
E07000166,20944,11863,5759,2836,437,49
E07000167,24714,13878,6967,3331,485,53
E07000168,51122,23531,16137,9832,1472,150
E07000169,39560,22442,10703,5483,850,82
E07000170,54508,26488,17123,8946,1699,252
E07000171,51458,28977,13882,7230,1196,173
E07000172,48362,26229,13354,7412,1226,141
E07000173,51551,28200,14470,7651,1056,174
E07000174,48030,24616,14235,7669,1257,253
E07000175,53331,29074,15005,7787,1250,215
E07000176,49882,30402,12631,5894,857,98
E07000177,65894,32979,16576,13419,2521,399
E07000178,55236,21721,13348,14526,4563,1078
E07000179,61498,33500,16171,10057,1586,184
E07000180,57498,32885,13366,9710,1386,151
E07000181,47981,25862,12643,7960,1336,180
E07000187,50294,26866,12858,9057,1352,161
E07000188,53904,28725,14015,9506,1422,236
E07000189,75935,40525,19841,13263,2048,258
E07000192,43457,21033,12149,8920,1191,164
E07000193,51294,27812,13301,8385,1497,299
E07000194,45630,26032,11534,6932,1005,127
E07000195,53423,29101,13934,8752,1435,201
E07000196,46121,26222,12463,6346,962,128
E07000197,60046,35301,14632,8867,1135,111
E07000198,42355,24310,11575,5555,799,116
E07000199,32895,16052,9025,6586,1084,148
E07000200,40200,22891,10200,6098,900,111
E07000202,59507,28469,14185,13471,2882,500
E07000203,44345,25454,11515,6359,893,124
E07000207,55590,31302,11935,10186,1931,236
E07000208,31321,16062,7447,6130,1399,283
E07000209,55760,28936,12590,11274,2660,300
E07000210,37140,20022,8318,6917,1730,153
E07000211,59849,29707,14824,12106,2802,410
E07000212,34838,15803,8478,8468,1846,243
E07000213,41805,17711,10795,10319,2577,403
E07000214,36008,21309,7320,6086,1128,165
E07000215,35623,18989,8340,6716,1373,205
E07000216,52446,29812,11579,9400,1464,191
E07000217,41437,19847,9487,9368,2315,420
E07000218,27577,14166,7828,4743,756,84
E07000219,56586,27120,16293,10737,2074,362
E07000220,47015,24948,12214,8262,1350,241
E07000221,59464,33021,16142,9098,1073,130
E07000222,62616,30665,17528,12012,2158,253
E07000223,27678,11207,8715,6146,1433,177
E07000224,72661,31858,21975,14901,3499,428
E07000225,54118,28090,13774,10308,1757,189
E07000226,45502,17584,11251,12606,3459,602
E07000227,62370,32456,15740,11857,2164,153
E07000228,63349,32404,15975,12505,2229,236
E07000229,49538,19949,13893,12059,3309,328
E07000234,41264,24516,9450,6318,866,114
E07000235,34891,20004,8317,5673,816,81
E07000236,36378,17658,9048,7778,1650,244
E07000237,44723,20870,11681,9946,1965,261
E07000238,57356,31428,13889,10312,1546,181
E07000239,45320,22824,12242,8546,1528,180
E07000240,58991,29592,14575,12068,2418,338
E07000241,46210,19347,11860,11819,2691,493
E07000242,62021,30316,15956,13458,2048,243
E07000243,36511,14445,9272,10031,2453,310
E07000244,110747,62775,28116,17003,2560,293
E07000245,78746,39812,22217,14271,2192,254
E07000246,69987,36791,18497,12628,1841,230
E08000001,118788,44158,37066,27912,7117,2535
E08000002,80692,34919,24351,16726,3753,943
E08000003,214732,62523,63804,66753,17365,4287
E08000004,93141,32549,28571,22747,6693,2581
E08000005,90223,33658,27992,21426,5529,1618
E08000006,115116,40931,35560,30776,6645,1204
E08000007,126645,62768,34982,23903,4360,632
E08000008,99528,33670,34093,25330,5256,1179
E08000009,96269,50470,24636,17185,3433,545
E08000010,143105,70457,43237,24333,4408,670
E08000011,66068,33669,19569,10681,1823,326
E08000012,207494,95602,57874,43096,9504,1418
E08000013,81011,42230,23601,12845,2038,297
E08000014,123075,67738,31626,19980,3191,540
E08000015,143252,80068,38398,21392,3030,364
E08000016,108053,47498,37119,19622,3280,534
E08000017,133480,69369,38656,21392,3519,544
E08000018,113925,56127,34033,19789,3274,702
E08000019,231951,99439,64039,54085,12084,2304
E08000021,122797,49671,38416,28132,5603,975
E08000022,96232,45217,30701,17807,2255,252
E08000023,68287,29969,21722,14443,1913,240
E08000024,122177,55220,39019,23709,3752,477
E08000025,423458,164603,104505,109814,33150,11386
E08000026,134139,57776,37174,28893,8476,1820
E08000027,137068,64516,38818,27850,4815,1069
E08000028,130246,48027,37651,33903,8039,2626
E08000029,89483,48842,21577,15946,2697,421
E08000030,112225,48548,32195,24691,5268,1523
E08000031,105141,44577,28420,25507,5484,1153
E08000032,209870,85137,59455,47779,13014,4485
E08000033,90476,37898,27962,20137,3770,709
E08000034,177988,73200,50574,41978,9644,2592
E08000035,341466,137104,102950,77935,19839,3638
E08000036,153075,69017,49949,28389,4868,852
E08000037,88999,35964,31084,18757,2763,431
E09000001,4914,623,1231,2229,780,51
E09000002,73902,15511,18042,25261,11207,3881
E09000003,148917,54012,34144,39476,17316,3969
E09000004,95300,43680,24283,20499,5637,1201
E09000005,118612,30793,24045,37008,19218,7548
E09000006,135827,64687,32437,30103,7458,1142
E09000007,92762,17738,20563,34462,17035,2964
E09000008,152946,57409,33949,41073,16529,3986
E09000009,133659,41229,29943,39353,17975,5159
E09000010,120923,41221,27271,32689,15185,4557
E09000011,114052,33108,28341,37692,11874,3037
E09000012,106081,16518,24743,44112,16633,4075
E09000013,81244,17479,17678,31575,12323,2189
E09000014,105092,27692,21899,33776,17083,4642
E09000015,89642,36203,19684,20860,9614,3281
E09000016,101277,44270,25769,23188,6625,1425
E09000017,109225,36451,26728,30146,12355,3545
E09000018,102962,28555,23197,32701,13893,4616
E09000019,96496,15555,22363,43756,12686,2136
E09000020,66884,16931,15130,21997,10885,1941
E09000021,65626,28737,15010,16242,4852,785
E09000022,134688,29173,31892,51014,18480,4129
E09000023,122392,32138,28679,41620,15998,3957
E09000024,81729,32655,18752,20998,7353,1971
E09000025,115506,20115,24392,41739,19735,9525
E09000026,103712,38190,23631,25604,12141,4146
E09000027,80706,35909,19844,19252,5044,657
E09000028,130818,23862,31590,53224,17656,4486
E09000029,82348,31612,20395,22327,6879,1135
E09000030,120539,11167,28204,53831,20612,6725
E09000031,102900,30917,23707,30219,13407,4650
E09000032,137393,36179,34966,48346,15059,2843
E09000033,94812,17522,21288,36225,16418,3359
W06000001,30822,17912,8060,4045,713,92
W06000002,51107,28294,14457,6858,1289,209
W06000003,52237,25385,16085,9086,1461,220
W06000004,42386,20024,13461,7442,1290,169
W06000005,66910,35578,19117,10137,1784,294
W06000006,57913,27698,17253,10781,1883,298
W06000008,30893,17866,7711,4354,844,118
W06000009,55488,30392,14501,8893,1491,211
W06000010,81760,49808,19726,10245,1691,290
W06000011,104962,55361,27261,18677,3273,390
W06000012,62375,40498,13832,6951,985,109
W06000013,62357,38583,14701,7759,1142,172
W06000014,57450,34631,13439,8183,1082,115
W06000015,147333,69853,35757,33572,7036,1115
W06000016,103340,63261,24388,13235,2187,269
W06000018,76257,46383,18615,9620,1432,207
W06000019,30340,15164,9176,5094,786,120
W06000020,40241,21697,10543,6727,1125,149
W06000021,40924,25517,8676,5842,810,79
W06000022,66054,34942,16955,11464,2105,588
W06000023,60180,36742,14696,7431,1146,165
W06000024,25783,15609,6033,3478,584,79
