LTLA,ts0230001,ts0230002,ts0230003,ts0230004,ts0230005,ts0230006
E07000108,50548,15658,31486,476,2263,665
E07000109,41724,11212,26077,927,2380,1128
E07000110,71208,18800,45806,1037,4129,1436
E07000111,49013,12990,30788,719,3778,738
E07000112,48340,15728,28910,500,2541,661
E07000113,60495,15957,40198,690,2689,961
E07000114,62200,20839,36298,875,3132,1056
E07000115,53570,13698,35119,636,3385,732
E07000116,48223,14198,28653,699,3927,746
E07000117,39872,13126,24860,361,1030,495
E07000118,50132,14660,33043,371,1683,375
E07000119,37606,12863,22868,288,1330,257
E07000120,34790,11434,21791,304,924,337
E07000121,59978,19526,36528,450,2180,1294
E07000122,38066,11824,24346,383,1085,428
E07000123,59607,19400,35105,994,2711,1397
E07000124,26747,7807,17746,120,895,179
E07000125,30561,9708,19393,210,1017,233
E07000126,48586,14496,31597,422,1675,396
E07000127,48533,13989,32135,374,1461,574
E07000128,50767,16346,32642,261,1190,328
E07000129,42575,11095,28170,550,2192,568
E07000130,73785,20860,46748,810,3579,1788
E07000131,40413,10514,27005,364,2127,403
E07000132,49446,13972,32589,408,1986,491
E07000133,22599,6363,15024,159,865,188
E07000134,44973,12497,29987,377,1663,449
E07000135,22617,6347,14205,391,1257,417
E07000136,29404,8089,19206,481,987,641
E07000137,64754,19800,42600,329,1579,446
E07000138,42507,14137,24815,496,1678,1381
E07000139,50989,13989,34571,302,1776,351
E07000140,40704,11051,26869,508,1560,716
E07000141,62850,18226,40897,588,2522,617
E07000142,42346,12680,27890,254,1264,258
E07000143,60359,16550,39837,631,2440,901
E07000144,57760,16238,38368,408,2254,492
E07000145,44550,14488,27619,518,1371,554
E07000146,67464,19829,43557,643,2583,852
E07000147,48374,16319,30070,240,1428,317
E07000148,64459,25098,31935,1062,3585,2779
E07000149,61381,16990,40568,490,2714,619
E07000163,26067,8440,16500,144,831,152
E07000164,40807,12176,27106,185,1106,234
E07000165,71169,21845,44615,575,3500,634
E07000166,20945,6108,13979,105,626,127
E07000167,24714,7550,16177,104,712,171
E07000168,51123,18216,30942,311,1253,401
E07000169,39561,10556,27195,213,1319,278
E07000170,54508,16048,35930,473,1509,548
E07000171,51458,15492,33830,388,1400,348
E07000172,48361,14581,29873,521,2457,929
E07000173,51551,15514,31642,831,2854,710
E07000174,48030,14471,31115,492,1325,627
E07000175,53331,15746,34733,473,1826,553
E07000176,49883,13822,31717,521,3083,740
E07000177,65894,17339,40678,1096,5092,1689
E07000178,55238,16096,26105,1654,6173,5210
E07000179,61497,16105,38620,785,4903,1084
E07000180,57498,15437,35584,754,4587,1136
E07000181,47981,13206,30374,519,3151,731
E07000187,50294,15152,31606,481,2433,622
E07000188,53904,15620,35395,459,1739,691
E07000189,75936,22859,49022,598,2669,788
E07000192,43461,12573,29144,300,1122,322
E07000193,51293,14760,33004,764,1960,805
E07000194,45633,12662,30416,363,1797,395
E07000195,53423,16588,34046,432,1573,784
E07000196,46122,12558,31391,371,1433,369
E07000197,60047,17754,38883,575,2277,558
E07000198,42355,12536,28471,189,947,212
E07000199,32895,8787,22194,340,1207,367
E07000200,40200,11382,26482,285,1662,389
E07000202,59507,19270,33479,1445,3734,1579
E07000203,44343,11983,29910,283,1789,378
E07000207,55591,14972,30593,1264,7400,1362
E07000208,31323,7625,18207,769,3647,1075
E07000209,55760,14840,32756,878,5107,2179
E07000210,37139,11053,21777,495,3171,643
E07000211,59850,15797,35612,1181,5837,1423
E07000212,34838,9939,19432,621,3345,1501
E07000213,41805,11665,24226,925,3744,1245
E07000214,36008,9067,22447,558,3118,818
E07000215,35623,9702,21351,629,3227,714
E07000216,52448,14642,31810,629,4398,969
E07000217,41437,11124,23885,831,4389,1208
E07000218,27580,7642,18431,264,977,266
E07000219,56586,16345,36584,785,2116,756
E07000220,47013,12774,29301,906,2911,1121
E07000221,59464,17306,37603,608,3221,726
E07000222,62619,18999,36024,862,4734,2000
E07000223,27676,8414,16880,297,1627,458
E07000224,72661,22768,44714,788,3300,1091
E07000225,54119,16841,32961,523,2890,904
E07000226,45501,11517,27126,1339,3459,2060
E07000227,62370,17535,39090,632,4230,883
E07000228,63349,17421,39005,757,5118,1048
E07000229,49538,16764,27971,676,3180,947
E07000234,41265,11293,27141,406,2035,390
E07000235,34890,10303,22594,231,1443,319
E07000236,36378,10102,23429,613,1639,595
E07000237,44723,14157,26898,609,2118,941
E07000238,57356,15847,38113,565,2227,604
E07000239,45320,14377,28662,399,1497,385
E07000240,58990,15527,33660,1333,7188,1282
E07000241,46209,12928,26073,1139,4150,1919
E07000242,62021,16952,38158,925,4940,1046
E07000243,36510,10568,21584,856,2517,985
E07000244,110749,35819,69121,785,4052,972
E07000245,78746,25490,46136,943,4981,1196
E07000246,69986,22397,43525,574,2699,791
E08000001,118790,36521,74311,1674,4402,1882
E08000002,80695,24880,49105,1251,4228,1231
E08000003,214732,71577,108822,6890,14823,12620
E08000004,93142,27396,59190,1613,3330,1613
E08000005,90223,27641,56056,1531,3528,1467
E08000006,115116,39141,63963,1973,6212,3827
E08000007,126647,39439,76809,1651,7116,1632
E08000008,99527,32374,61112,1205,3594,1242
E08000009,96269,28369,56793,1867,7372,1868
E08000010,143105,43950,92971,1125,3889,1170
E08000011,66073,20645,42566,581,1743,538
E08000012,207492,76340,112340,3478,9313,6021
E08000013,81013,25561,52385,537,2015,515
E08000014,123073,41520,75170,990,4117,1276
E08000015,143252,49688,86365,1174,4887,1138
E08000016,108053,33289,70926,717,2294,827
E08000017,133480,41667,85038,1483,3785,1507
E08000018,113925,34225,74892,1041,2736,1031
E08000019,231950,75759,134771,4046,11309,6065
E08000021,122797,42031,70138,1465,5378,3785
E08000022,96232,33553,58434,728,2927,590
E08000023,68285,24550,41431,498,1460,346
E08000024,122176,40368,78277,646,2107,778
E08000025,423456,133224,233008,13162,26519,17543
E08000026,134140,40777,76574,3398,7645,5746
E08000027,137069,41709,86762,2098,4775,1725
E08000028,130246,38042,78363,3807,6293,3741
E08000029,89483,25852,55357,1553,5309,1412
E08000030,112226,32129,71376,2308,4304,2109
E08000031,105141,32468,60784,3450,5413,3026
E08000032,209867,64596,128983,3790,8647,3851
E08000033,90476,30308,54864,1034,3373,897
E08000034,177989,55176,109308,3012,7752,2741
E08000035,341465,111380,196648,6205,17531,9701
E08000036,153075,46419,99269,1563,4302,1522
E08000037,88999,30807,54409,654,2383,746
E09000001,4914,2506,1463,75,650,220
E09000002,73903,17503,43285,3994,4616,4505
E09000003,148917,41658,72742,6880,18282,9355
E09000004,95300,24753,57577,2746,6958,3266
E09000005,118612,31985,59725,5842,10942,10118
E09000006,135827,38668,73361,4069,15626,4103
E09000007,92757,35929,34339,3609,11669,7211
E09000008,152946,43091,75544,7850,17655,8806
E09000009,133659,35662,67127,5928,15351,9591
E09000010,120923,31159,61811,7490,12476,7987
E09000011,114051,34048,54826,5058,13044,7075
E09000012,106081,34928,42284,5006,13006,10857
E09000013,81244,29324,31448,3534,9819,7119
E09000014,105092,32293,44822,5381,13385,9211
E09000015,89644,19852,53714,2960,7837,5281
E09000016,101277,26129,61805,2746,7375,3222
E09000017,109228,26635,62840,3664,10336,5753
E09000018,102961,26209,55632,4155,9973,6992
E09000019,96496,34795,36595,4142,12409,8555
E09000020,66885,29232,22589,2634,8061,4369
E09000021,65628,17716,33665,2038,8912,3297
E09000022,134688,43154,55140,6427,15524,14443
E09000023,122392,37147,53667,6528,15685,9365
E09000024,81729,20464,40699,3511,11223,5832
E09000025,115508,27038,63244,5111,9418,10697
E09000026,103713,23886,61048,3722,9253,5804
E09000027,80705,23871,38798,2366,12654,3016
E09000028,130818,43348,53576,6104,15240,12550
E09000029,82348,22197,45928,2794,8611,2818
E09000030,120539,38531,55623,2990,12289,11106
E09000031,102902,26696,50259,5097,13095,7755
E09000032,137393,41132,61119,5037,18167,11938
E09000033,94817,40443,33079,3383,10536,7376
W06000001,30818,10189,19572,156,736,165
W06000002,51105,17664,31079,252,1412,698
W06000003,52233,17909,31967,329,1633,395
W06000004,42387,14107,26603,277,1117,283
W06000005,66912,19471,44512,464,1898,567
W06000006,57912,17662,37706,512,1502,530
W06000008,30893,10202,18877,171,1078,565
W06000009,55488,18507,34496,372,1704,409
W06000010,81756,25349,53174,497,2115,621
W06000011,104962,36154,62394,1049,3481,1884
W06000012,62375,20368,39881,412,1337,377
W06000013,62360,18664,41368,349,1554,425
W06000014,57451,17841,35932,578,2557,543
W06000015,147333,47463,82765,3153,8634,5318
W06000016,103339,32170,67591,562,2156,860
W06000018,76257,22965,50861,449,1573,409
W06000019,30340,10175,19394,173,447,151
W06000020,40241,12316,26476,242,925,282
W06000021,40924,12287,26528,261,1525,323
W06000022,66053,19997,40927,1120,2937,1072
W06000023,60182,19841,37890,279,1747,425
W06000024,25783,8258,16706,180,440,199
