LTLA,ts0380001,ts0380002,ts0380003,ts0380004,ts0380005,ts0380006,ts0380007
E07000140,95122,17901,7533,10368,77221,6432,70789
E07000141,143404,25627,10018,15609,117777,11802,105975
E07000142,95153,19530,7964,11566,75623,7758,67865
E07000143,141476,27724,11302,16422,113752,11053,102699
E07000144,131724,24420,9494,14926,107304,11354,95950
E07000145,99748,22549,10219,12330,77199,6856,70343
E07000146,154325,31213,13190,18023,123112,11509,111603
E07000147,102980,23227,9287,13940,79753,8585,71168
E07000148,143922,30018,11636,18382,113904,11445,102459
E07000149,141948,25142,9640,15502,116806,11837,104969
E07000163,56927,9740,3601,6139,47187,4905,42282
E07000164,90689,15690,5971,9719,74999,7482,67517
E07000165,162667,25946,9713,16233,136721,13411,123310
E07000166,49776,8114,3101,5013,41662,3836,37826
E07000167,54707,9593,3587,6006,45114,4453,40661
E07000168,108736,23950,10285,13665,84786,8217,76569
E07000169,91988,14953,5756,9197,77035,7345,69690
E07000170,126300,27809,12812,14997,98491,8217,90274
E07000171,117804,24022,10730,13292,93782,8403,85379
E07000172,110942,20978,8502,12476,89964,8683,81281
E07000173,117263,22062,9259,12803,95201,8796,86405
E07000174,110485,24318,11351,12967,86167,6830,79337
E07000175,122955,24469,10494,13975,98486,9206,89280
E07000176,119077,19074,7145,11929,100003,9999,90004
E07000177,161016,23398,8622,14776,137618,12174,125444
E07000178,162040,23491,7912,15579,138549,11746,126803
E07000179,149085,20899,7339,13560,128186,12320,115866
E07000180,138913,20398,7114,13284,118515,11370,107145
E07000181,114237,17296,6160,11136,96941,9340,87601
E07000187,116089,20612,7907,12705,95477,9429,86048
E07000188,125342,23987,9880,14107,101355,9321,92034
E07000189,172672,31753,12159,19594,140919,13810,127109
E07000192,100519,20325,8967,11358,80194,7124,73070
E07000193,124019,20932,8263,12669,103087,8491,94596
E07000194,106436,18944,7598,11346,87492,8252,79240
E07000195,123299,25611,10697,14914,97688,9205,88483
E07000196,110472,20606,8395,12211,89866,8170,81696
E07000197,136867,24969,9856,15113,111898,11231,100667
E07000198,95845,18822,8033,10789,77023,7535,69488
E07000199,78647,14541,6106,8435,64106,5499,58607
E07000200,92341,16160,6161,9999,76181,7723,68458
E07000202,139642,25165,10261,14904,114477,10012,104465
E07000203,102701,17539,6605,10934,85162,8865,76297
E07000207,138754,16565,6125,10440,122189,9514,112675
E07000208,80938,10369,3825,6544,70569,5782,64787
E07000209,143651,19516,6725,12791,124135,11194,112941
E07000210,87386,13242,4925,8317,74144,7107,67037
E07000211,150846,21065,8110,12955,129781,11326,118455
E07000212,88080,12842,4802,8040,75238,6126,69112
E07000213,102956,14638,5824,8814,88318,6766,81552
E07000214,90453,12268,4539,7729,78185,6652,71533
E07000215,87874,13058,5104,7954,74816,6833,67983
E07000216,128229,18396,6533,11863,109833,10623,99210
E07000217,103943,14142,5325,8817,89801,7676,82125
E07000218,65032,12045,5229,6816,52987,4567,48420
E07000219,134197,25694,11203,14491,108503,8933,99570
E07000220,114363,18058,6878,11180,96305,8373,87932
E07000221,134725,21681,8013,13668,113044,11249,101795
E07000222,148453,22535,8237,14298,125918,12092,113826
E07000223,64544,12577,5025,7552,51967,5189,46778
E07000224,164889,32481,13150,19331,132408,13301,119107
E07000225,124068,20976,7888,13088,103092,10230,92862
E07000226,118493,17697,7222,10475,100796,7493,93303
E07000227,146779,21804,7881,13923,124975,12475,112500
E07000228,152566,22063,7879,14184,130503,12819,117684
E07000229,111338,21303,8711,12592,90035,8923,81112
E07000234,99183,16437,6587,9850,82746,7718,75028
E07000235,79486,15144,5916,9228,64342,6618,57724
E07000236,87036,15304,6355,8949,71732,6335,65397
E07000237,103872,18195,6952,11243,85677,7965,77712
E07000238,132492,22955,8957,13998,109537,10425,99112
E07000239,101605,20459,8753,11706,81146,7889,73257
E07000240,148170,19128,6894,12234,129042,10944,118098
E07000241,119836,17906,6795,11111,101930,7936,93994
E07000242,150157,20462,7301,13161,129695,11254,118441
E07000243,89495,15468,6303,9165,74027,6192,67835
E07000244,246058,50749,20846,29903,195309,20020,175289
E07000245,179949,29375,11212,18163,150574,13834,136740
E07000246,157445,30163,12109,18054,127282,12506,114776
E08000001,295963,53598,25479,28119,242365,17579,224786
E08000002,193851,35886,15998,19888,157965,13699,144266
E08000003,551938,96737,45114,51623,455201,30299,424902
E08000004,242087,44249,20804,23445,197838,13607,184231
E08000005,223773,42567,20069,22498,181206,13075,168131
E08000006,269924,49818,23101,26717,220106,16785,203321
E08000007,294773,53493,22708,30785,241280,22811,218469
E08000008,231071,46209,21138,25071,184862,15119,169743
E08000009,235052,37550,15919,21631,197502,16996,180506
E08000010,329330,65868,30547,35321,263462,22739,240723
E08000011,154519,34990,19089,15901,119529,8427,111102
E08000012,486088,105962,54655,51307,380126,28650,351476
E08000013,183248,40829,20030,20799,142419,12728,129691
E08000014,279234,61134,29863,31271,218100,19258,198842
E08000015,320200,73088,35274,37814,247112,23012,224100
E08000016,244572,53916,25915,28001,190656,16220,174436
E08000017,308109,62418,28996,33422,245691,20049,225642
E08000018,265807,56177,26118,30059,209630,17948,191682
E08000019,556521,109869,47351,62518,446652,40848,405804
E08000021,300125,56961,25272,31689,243164,20507,222657
E08000022,208968,41748,18242,23506,167220,16016,151204
E08000023,147777,33368,16032,17336,114409,9848,104561
E08000024,274170,64396,31415,32981,209774,18477,191297
E08000025,1144919,198064,92328,105736,946855,58707,888148
E08000026,345323,57225,25400,31825,288098,19768,268330
E08000027,323488,62567,27309,35258,260921,22439,238482
E08000028,341832,61047,29636,31411,280785,16796,263989
E08000029,216240,37234,15699,21535,179006,14903,164103
E08000030,284124,54153,25161,28992,229971,15535,214436
E08000031,263727,47979,22149,25830,215748,13905,201843
E08000032,546411,93697,43720,49977,452714,29837,422877
E08000033,206629,37860,16421,21439,168769,14917,153852
E08000034,433216,75591,33163,42428,357625,28277,329348
E08000035,811953,135681,55973,79708,676272,56458,619814
E08000036,353370,71206,32529,38677,282164,24272,257892
E08000037,196151,42548,19786,22762,153603,14061,139542
E09000001,8583,919,280,639,7664,651,7013
E09000002,218868,28993,13726,15267,189875,7872,182003
E09000003,389344,49679,22003,27676,339665,19887,319778
E09000004,246472,36083,15402,20681,210389,14542,195847
E09000005,339814,41163,19060,22103,298651,13014,285637
E09000006,329991,45894,18279,27615,284097,22293,261804
E09000007,210136,31882,14052,17830,178254,12051,166203
E09000008,390719,54852,23716,31136,335867,21978,313889
E09000009,367115,44811,19868,24943,322304,16932,305372
E09000010,329984,44876,21145,23731,285108,14442,270666
E09000011,289069,41576,18542,23034,247493,15358,232135
E09000012,259146,37020,16622,20398,222126,13250,208876
E09000013,183158,22972,10107,12865,160186,9663,150523
E09000014,264238,36114,16196,19918,228124,13824,214300
E09000015,261203,31258,13808,17450,229945,11509,218436
E09000016,262052,38449,16609,21840,223603,14935,208668
E09000017,305909,39466,17084,22382,266443,14838,251605
E09000018,288181,35294,15452,19842,252887,12745,240142
E09000019,216589,35063,15772,19291,181526,13133,168393
E09000020,143376,18311,8394,9917,125065,6602,118463
E09000021,168063,21990,8430,13560,146073,11086,134987
E09000022,317654,42017,17092,24925,275637,19675,255962
E09000023,300553,43248,17964,25284,257305,18070,239235
E09000024,215187,25902,10384,15518,189285,12389,176896
E09000025,351036,42032,19618,22414,309004,12496,296508
E09000026,310259,37022,16462,20560,273237,13192,260045
E09000027,195278,23479,8722,14757,171799,13524,158275
E09000028,307637,42022,17361,24661,265615,18226,247389
E09000029,209639,29614,12205,17409,180025,13304,166721
E09000030,310306,40125,17599,22526,270181,14091,256090
E09000031,278426,36762,15933,20829,241664,14133,227531
E09000032,327506,37444,14764,22680,290062,20184,269878
E09000033,204234,28122,13256,14866,176112,9666,166446
W06000001,68876,14245,6502,7743,54631,4399,50232
W06000002,117393,22511,9805,12706,94882,7378,87504
W06000003,114741,25944,11920,14024,88797,7673,81124
W06000004,95817,22368,10672,11696,73449,6362,67087
W06000005,154962,29542,13253,16289,125420,10806,114614
W06000006,135117,27625,12708,14917,107492,8802,98690
W06000008,71474,15637,6686,8951,55837,4845,50992
W06000009,123360,27173,12522,14651,96187,8116,88071
W06000010,187895,43152,21255,21897,144743,11654,133089
W06000011,238490,53484,26536,26948,185006,15640,169366
W06000012,142289,35676,18753,16923,106613,8820,97793
W06000013,145487,32932,16373,16559,112555,10408,102147
W06000014,131939,26289,11808,14481,105650,9919,95731
W06000015,362307,67506,29849,37657,294801,25299,269502
W06000016,237651,56001,28249,27752,181650,15143,166507
W06000018,175952,41562,21226,20336,134390,11115,123275
W06000019,66904,16656,8895,7761,50248,3855,46393
W06000020,92276,21501,10477,11024,70775,6215,64560
W06000021,92957,17979,7668,10311,74978,7609,67369
W06000022,159592,31467,15046,16421,128125,10040,118085
W06000023,133169,27012,11648,15364,106157,9208,96949
W06000024,58839,14002,7555,6447,44837,3230,41607
